Reading No,Reading Type,Duration,Main,Low,High,Light,Time,User,Sigma Value,Units,Heat,Lot,Note,Sample Depth,Mode,Ag,Ag 2-Sigma,Al,Al 2-Sigma,As,As 2-Sigma,Au,Au 2-Sigma,Ba,Ba 2-Sigma,Bal,Bal 2-Sigma,Bi,Bi 2-Sigma,Ca,Ca 2-Sigma,Cd,Cd 2-Sigma,Cl,Cl 2-Sigma,Co,Co 2-Sigma,Cr,Cr 2-Sigma,Cu,Cu 2-Sigma,Fe,Fe 2-Sigma,Hf,Hf 2-Sigma,Hg,Hg 2-Sigma,K,K 2-Sigma,Mg,Mg 2-Sigma,Mn,Mn 2-Sigma,Mo,Mo 2-Sigma,Nb,Nb 2-Sigma,Ni,Ni 2-Sigma,P,P 2-Sigma,Pb,Pb 2-Sigma,Pd,Pd 2-Sigma,Rb,Rb 2-Sigma,Re,Re 2-Sigma,S,S 2-Sigma,Sb,Sb 2-Sigma,Se,Se 2-Sigma,Si,Si 2-Sigma,Sn,Sn 2-Sigma,Sr,Sr 2-Sigma,Ta,Ta 2-Sigma,Th,Th 2-Sigma,Ti,Ti 2-Sigma,U,U 2-Sigma,V,V 2-Sigma,W,W 2-Sigma,Y,Y 2-Sigma,Zn,Zn 2-Sigma,Zr,Zr 2-Sigma
319,ucsb mining,210.85,0,29.58,29.65,28.78,"Wed Dec 7, 2022 - 16:11:17",User,2,ppm,,,,M1801-6.2,Mining,0,2.3029,17739.748,348.5415,0,2.0519,0,4.6891,213.841,34.5482,569451.125,2667.2017,0,1.7774,151066.7188,342.9577,0,3.5673,23960.8262,72.672,0,43.7353,53.6412,5.9738,8.9754,3.7181,11521.4102,96.9559,0,0,0,4.4811,7734.854,110.4362,13702.9424,1348.3822,202.7469,27.1393,0,1.8696,0,1.6333,64.7038,6.6418,2071.9905,109.1912,4.7005,1.1912,0,2.045,31.7992,1.2915,0,0,5366.8696,42.7671,0,6.719,0.9238,0.8485,195138.7031,346.9687,9.9257,3.7845,653.2897,2.528,0,0,4.5792,1.035,745.593,25.4117,13.7211,2.4632,81.1492,7.6014,0,0,9.4881,0.7621,111.9133,5.3514,33.8167,1.6162
320,ucsb mining,210.57,0,28.87,29.23,29.21,"Wed Dec 7, 2022 - 16:15:33",User,2,ppm,,,,M1801-6.6,Mining,0,2.3179,21814.8086,372.3407,2.0498,1.113,0,4.5468,176.4535,32.9663,573063.0625,2739.2363,0,1.7586,134374.4688,331.074,0,3.4993,30096.7715,81.3711,0,43.2341,54.4837,5.8264,13.0716,3.8773,10720.3721,95.7124,0,0,0,3.0365,9665.0371,120.7681,14059.2646,1344.6733,135.8873,25.322,3.4835,1.0191,0,1.5853,57.6575,6.6112,1926.5941,104.119,5.0161,1.2195,0,1.9584,39.9803,1.3872,0,0,7745.5859,49.7031,0,6.4589,0,1.6101,194236.3594,344.5026,0,8.2896,601.5114,2.4699,0,0,5.8952,1.0645,978.114,26.0226,14.5644,2.4683,75.1023,7.6744,0,16.9567,11.6341,0.8138,82.8022,5.0189,39.9789,1.631
321,ucsb mining,211.52,0,29.53,29.98,29.3,"Wed Dec 7, 2022 - 16:19:41",User,2,ppm,,,,M1801-6.0,Mining,0,2.4756,19261.1523,350.4878,2.8594,1.1384,0,4.7326,137.9068,32.0223,579674,2563.043,0,1.9163,140570.9688,327.3447,3.0726,2.3149,27672.3672,78.1551,0,33.2831,48.5796,5.5784,10.5551,3.6969,6518.8735,74.274,0,0,0,2.6788,9345.6572,117.2254,9121.9434,1251.4791,61.1732,21.9525,4.2656,0.9971,0,1.1691,67.1234,6.434,1122.2211,84.2542,6.4818,1.2238,0,1.909,39.5273,1.3706,0,0,5472.7109,43.1913,0,6.334,2.2295,0.8823,199114.9844,347.7933,0,7.9585,669.7244,2.5171,0,0,2.4274,1.0297,821.509,24.6222,17.9451,2.516,90.8904,7.5164,0,0,9.2154,0.7658,94.3556,5.0076,35.2919,1.6091
322,ucsb mining,210.19,0,29.16,29.32,28.6,"Wed Dec 7, 2022 - 16:23:50",User,2,ppm,,,,M1801-4.6,Mining,1.8499,1.4941,28768.3008,406.5742,6.2506,1.31,0,5.0682,231.4878,33.0113,577176.75,2685.6492,0,1.8137,121518.0078,330.3604,12.2855,2.4211,29334.627,80.5907,0,43.2537,81.2372,6.3563,24.8938,4.1916,10855.2607,95.0886,0,0,0,2.754,14899.3018,149.7769,9679.6592,1256.8467,78.9789,23.2075,14.4479,1.0887,2.034,0.8148,98.7647,7.4536,1795.811,100.6753,8.1254,1.3267,0,1.8937,64.2823,1.5881,0,0,8933.6748,52.8655,0,6.4293,4.0856,0.982,194091.6406,345.6293,7.952,3.5917,613.5131,2.4656,0,0,7.148,1.1204,1309.0771,29.4632,14.4442,2.4725,183.6087,9.8757,0,0,13.5499,0.8753,124.5889,5.5611,44.3999,1.6448
323,ucsb mining,210.27,0,29.32,29.84,28.54,"Wed Dec 7, 2022 - 16:29:31",User,2,ppm,,,,M1801-4.1,Mining,0,3.4474,19422.2773,332.4823,4.0338,1.1525,0,4.4933,142.6196,31.1349,569079.5,2577.4851,0,1.7915,112837.3047,297.6832,8.3431,2.3005,15735.5068,58.6269,0,36.008,49.8984,5.3594,14.1511,3.7389,7923.2568,80.6976,0,0,0,2.5097,8601.1895,109.9528,10049.123,1144.9419,90.2341,22.777,5.0855,0.9671,1.0214,0.7646,68.0502,6.4119,1379.5345,89.7873,6.3017,1.1925,0,1.8496,33.8145,1.2416,0,0,6361.6782,45.2652,0,6.1636,2.1306,0.8526,246594.2812,365.691,0,6.674,525.9785,2.2199,0,0,3.3464,1.0032,809.9987,22.934,11.5597,2.2275,108.6951,7.4016,0,0,13.4487,0.7798,86.7761,4.8319,30.8276,1.4554
324,ucsb mining,210.37,0,29.27,29.9,29.42,"Wed Dec 7, 2022 - 16:34:25",User,2,ppm,,,,M1801-3.8,Mining,0,3.4006,26799.6445,412.5306,5.2568,1.3218,0,5.0745,223.0022,35.4041,567981.4375,2755.4607,0,1.972,153866.0469,348.2997,6.3369,2.5384,8178.6548,44.7413,0,47.8417,71.5614,6.3686,21.8083,4.2159,13243.1641,105.85,0,0,0,2.8291,13132.2646,139.3811,12520.9199,1314.6025,186.791,27.4268,8.3672,1.0839,2.1167,0.851,88.1504,7.3983,2214.6272,110.8324,8.8892,1.3571,0,2.0668,41.7939,1.4465,0,0,9534.0918,54.8427,0,6.8716,3.0542,0.9635,189706.6875,348.7881,10.9136,3.8761,660.2228,2.6181,0,0,3.017,1.0995,1141.7974,29.312,16.2742,2.6001,139.5854,9.2555,0,0,20.4193,0.9198,116.3049,5.5908,46.8534,1.7341
325,ucsb mining,210.36,0,28.99,29.74,29.51,"Wed Dec 7, 2022 - 16:41:12",User,2,ppm,,,,M1801-3.25,Mining,1.5625,1.3842,26720.9961,370.7962,4.4471,1.128,0,4.4467,172.9335,30.2789,575377.25,2605.2034,0,1.7361,93763.3672,282.8396,5.3189,2.1917,30495.2051,80.167,0,40.3151,71.1777,5.4848,15.2545,3.7578,10277.6484,89.9855,0,0,0,2.8827,11192.1191,123.5765,10651.5049,1170.7112,74.1111,22.1749,4.1911,0.9615,1.4041,0.766,81.6918,6.7524,2062.6492,105.2463,4.7694,1.1515,0,1.8042,46.0428,1.3473,0,0,6397.8823,45.1884,0,5.9754,1.5368,0.8702,230660.2344,353.9629,0,7.6938,461.5615,2.0713,0,0,4.235,1.003,1166.1444,25.2117,13.3303,2.1941,74.0829,7.3804,0,10.3272,14.5086,0.8081,142.0925,5.6015,40.7834,1.4411
326,ucsb mining,210.27,0,29.69,29.44,29.29,"Wed Dec 7, 2022 - 16:45:23",User,2,ppm,,,,M1801-8.3,Mining,0,3.0453,12983.4795,352.881,1.4952,1.1767,0,5.2136,232.4737,38.4678,565186.3125,2910.0764,0,2.0376,221394.3125,411.1377,0,3.9579,19822.1914,68.0916,0,51.4677,12.5351,6.4498,7.8494,4.028,13958.8389,114.3001,0,0,0,2.9252,6799.96,112.7227,16924.0352,1605.1478,367.6,34.0975,2.296,1.0792,0,1.6007,40.9528,6.6883,998.1077,87.2099,4.8615,1.3021,0,2.2139,23.3288,1.3042,0,0,3709.5859,37.6914,0,7.4403,0,1.9871,136280.1094,316.1004,9.5306,4.1974,659.6553,2.7616,0,0,2.7733,1.1218,411.4529,27.4293,12.2529,2.6515,87.7155,8.219,0,0,4.9973,0.7589,39.181,4.6177,22.1276,1.7068
327,ucsb mining,211.73,0,29.31,29.78,29.29,"Wed Dec 7, 2022 - 16:49:48",User,2,ppm,,,,M1801-12.8,Mining,0,2.1598,22366.4355,279.3939,2.4115,0.9097,0,3.7563,84.8133,24.8416,583671.125,2272.4126,0,1.4449,38004.7578,179.7843,4.7148,1.8445,4925.6807,32.9299,0,28.9035,70.7307,4.5305,10.6668,3.1621,5939.2256,64.0683,0,0,0,2.1353,6505.6675,87.9549,6612.644,788.8292,19.4767,17.7575,3.4465,0.837,1.8286,0.6548,57.2247,5.4636,1167.9186,75.4473,4.2234,0.9558,0,1.8882,28.5778,0.9783,0,0,4449.6641,36.2713,0,4.9935,0.9326,0.689,324739.5312,344.8867,0,6.0453,254.4011,1.3917,0,0,2.0626,0.7965,821.0035,18.7255,7.0754,1.6011,91.2235,6.0296,0,0,13.9526,0.6737,70.2042,3.9997,68.3984,1.2476
328,ucsb mining,211.01,0,28.99,29.07,29.51,"Wed Dec 7, 2022 - 16:54:07",User,2,ppm,,,,M1801-10.8,Mining,1.7264,1.3101,24357.9004,326.1634,4.1385,1.0486,0,4.2383,164.7183,28.5478,583406.8125,2440.3206,0,1.5748,66250.6094,241.6873,6.6096,2.0851,21151.1426,64.8862,0,34.9742,64.3859,5.1417,11.376,3.44,8289.9678,78.2772,0,0,0,2.3516,9061.3164,109.5868,9231.5801,1008.1299,76.9261,21.1793,10.6693,0.9566,0,1.3252,72.5357,6.1668,1315.3832,84.9615,4.5077,1.0691,0,1.6788,40.6806,1.2175,0,0,6346.5645,43.6141,0,5.6489,2.3552,0.8062,268388.1875,354.6645,0,6.5674,414.1751,1.8701,0,0,3.4677,0.9056,1014.8875,22.9428,11.7839,1.9993,143.7068,7.6833,0,0,10.6853,0.7193,85.1084,4.5117,56.1076,1.4017
329,ucsb mining,211.37,0,28.64,29.75,29.43,"Wed Dec 7, 2022 - 16:58:14",User,2,ppm,,,,M1801-11.8,Mining,0,2.2548,25425.8828,342.1621,3.022,1.0725,0,4.3378,153.3782,28.9859,578830.9375,2587.8384,0,1.687,73613.2344,250.522,3.006,2.089,4621.2095,33.8817,0,40.0252,63.7248,5.1687,11.1061,3.5298,10087.0264,88.2243,0,0,0,2.545,8467.5352,106.0574,16160.5312,1085.0757,156.7603,24.611,3.1725,0.9464,3.5209,0.7581,49.3448,5.9998,1089.3226,78.4046,5.5536,1.1271,0,1.7481,29.5333,1.1369,0,0,4401.6113,37.7159,0,5.7257,1.2125,0.7971,275277.7188,365.4713,6.621,3.2074,415.6078,1.9405,0,0,3.7791,0.9565,856.0018,22.249,9.1547,2.0147,110.3143,7.1292,0,0,15.076,0.766,54.2459,4.1815,70.8859,1.523
330,ucsb mining,211.08,0,29.9,29.98,29.89,"Wed Dec 7, 2022 - 17:02:25",User,2,ppm,,,,M1801-15.5,Mining,0,2.2019,23785.7363,394.5143,1.9014,1.1051,0,4.6739,210.1356,33.0272,563134.875,2778.1162,0,1.7668,140427.9375,339.3836,0,3.4179,10161.1377,48.9475,0,49.233,69.772,6.2183,15.0751,3.8486,15046.7275,108.2097,0,0,0,2.632,10459.3359,126.4774,19132.9453,1389.0483,315.3697,30.165,0,1.9512,0,1.5112,56.3308,6.5423,1870.0806,104.43,6.0511,1.2118,0,1.9155,32.0662,1.2901,0,0,4376.563,39.6211,0,6.4147,0.9201,0.8438,209071.9219,360.8742,6.3999,3.6029,578.7629,2.3769,0,0,3.5278,1.0085,972.5333,27.2534,16.2321,2.4233,103.9881,8.3549,0,0,12.2729,0.7883,79.6173,4.8443,51.7523,1.6343
331,ucsb mining,210.38,0,29.27,29.84,29.4,"Wed Dec 7, 2022 - 17:07:57",User,2,ppm,,,,M1801-28.8,Mining,0,2.1351,13247.9062,294.2821,2.4916,0.9548,0,4.6292,200.0798,32.0186,577704.9375,2583.9609,0,1.7566,111915.1719,298.0846,3.0584,2.2802,21512.3789,67.7416,0,38.5475,28.8435,5.1967,4.5103,3.429,9036.1426,85.2469,0,0,0,2.541,4410.5737,83.4408,16097.4736,1257.9056,205.8481,26.1376,16.9106,1.0492,0,1.1082,45.6896,5.9791,933.1606,74.9018,0,1.5107,0,1.9036,20.0677,1.0904,0,0,8008.8364,49.6386,0,6.2586,0,1.9252,235347.75,358.8103,0,7.8258,453.1816,2.0549,0,0,1.4734,0.9347,517.5458,21.2516,13.5005,2.1711,137.7142,7.456,0,0,7.2868,0.6766,89.1564,4.8416,38.3448,1.4213
332,ucsb mining,211.24,0,28.81,29.78,28.99,"Wed Dec 7, 2022 - 17:17:43",User,2,ppm,,,,M1801-25.2,Mining,0,2.7265,61451.6719,503.1174,6.2684,1.3247,0,4.8776,291.0366,31.5435,601456.3125,2669.9927,0,1.8324,51120.9727,233.1985,8.7382,2.2457,5967.375,37.544,0,56.8587,203.7371,7.1547,58.6239,4.921,21352.2168,122.3222,0,0,0,3.2084,16925.8672,152.946,13088.3555,1074.5492,171.5556,26.2867,27.5094,1.2041,5.3063,0.8589,188.2268,9.1249,2125.4719,99.7765,10.3484,1.3606,0,1.76,69.3546,1.6026,0,0,15848.2168,65.3632,0,6.0541,5.9487,1.0473,205615.5156,336.4723,6.2243,3.3765,433.1809,2.0346,0,0,6.9384,1.112,2814.281,36.3917,22.1565,2.3907,376.3203,12.5422,0,15.3954,38.0177,1.0625,168.6277,6.0245,135.6361,1.8633
333,ucsb mining,210.04,0,28.7,29.67,28.79,"Wed Dec 7, 2022 - 17:22:00",User,2,ppm,,,,M1801-24.4,Mining,0,2.5062,39082.3164,431.6313,3.0351,1.12,0,4.8323,284.8309,32.1385,582642.3125,2674.4812,0,1.7617,88174.6172,278.2746,5.411,2.263,17467.8965,61.0254,0,44.4261,129.4732,6.225,29.0783,4.2233,11832.9414,97.2721,0,0,0,2.618,13343.834,134.2413,10809.6924,1135.5791,137.8982,25.1329,11.7292,1.0736,2.3658,0.8014,114.6676,7.6861,1266.7703,85.4628,5.3126,1.1955,0,1.8808,51.6878,1.4563,0,0,10948.9385,56.5064,0,6.1625,2.6495,0.9034,220975.375,350.2901,7.943,3.4542,499.3992,2.1932,0,0,4.0834,1.0255,1809.7362,30.6959,18.0295,2.3726,149.6925,9.3527,0,0,13.5343,0.8317,92.4626,4.9826,82.2994,1.6957
334,ucsb mining,211.64,0,29.16,28.55,28.75,"Wed Dec 7, 2022 - 17:26:11",User,2,ppm,,,,M1801-23.5,Mining,0,2.1635,36352.5156,432.0069,2.2753,1.1122,0,4.5158,229.0726,32.6992,580577.5,2672.7205,0,1.7583,105943.6719,308.722,0,3.4206,11809.0273,51.1193,0,44.9232,91.302,6.1974,22.6525,4.0261,12666.957,99.377,0,0,0,2.5358,13728.7344,141.6905,13632.3535,1195.7124,186.1797,26.288,4.6094,1.01,2.5004,0.7894,95.736,7.2013,1551.9932,94.3231,6.5808,1.2103,0,1.896,48.9378,1.4088,0,0,6880.6182,46.2994,0,6.3308,1.3721,0.8359,213640.7969,352.5314,0,6.0064,517.2061,2.217,0,0,3.94,1.0191,1713.9309,30.9078,14.8994,2.3123,98.0852,9.027,0,0,10.3382,0.7911,93.6301,4.976,72.6348,1.6564
335,ucsb mining,210.31,0,29.43,28.59,29.99,"Wed Dec 7, 2022 - 17:30:22",User,2,ppm,,,,M1801-25.7,Mining,0,2.9933,65124.1016,454.0424,7.6457,1.2653,0,4.4723,227.6934,26.8051,618039,2410.8042,0,1.5892,16844.9551,142.8921,24.2393,2.0706,6702.3755,37.6311,0,50.2484,222.7074,6.8448,56.123,4.6448,18212.082,108.6323,0,0,0,3.0175,16584.4805,148.192,12745.3145,932.9629,144.4028,23.7588,40.8101,1.18,5.6643,0.7879,268.1513,9.7119,1422.0334,77.1612,10.3972,1.2512,0,1.5894,82.0241,1.5694,0,0,16292.2744,63.6681,0,5.2413,4.1025,0.9497,222604.1094,325.2229,0,5.6544,271.6937,1.523,0,0,7.0321,1.0035,3121.5515,35.058,21.4728,2.0779,426.645,12.423,11.361,7.6449,29.8802,0.9524,323.9726,7.2601,121.6963,1.5845
336,ucsb mining,211.45,0,29.51,29.6,29.75,"Wed Dec 7, 2022 - 17:34:58",User,2,ppm,,,,M1801-3.55,Mining,0,2.8044,22363.6621,427.545,3.2801,1.2316,0,5.1405,281.5294,37.5458,568496.3125,3021.687,0,2.0328,176607.7812,384.8356,0,3.8121,31361.8438,85.6439,0,57.5879,49.7057,6.6939,18.1172,4.253,18792.0781,126.1967,0,0,0,3.5788,11979.7637,140.342,21112.0586,1661.7866,347.2787,32.7736,5.8274,1.0948,0,1.8905,71.2616,7.4104,1518.0181,96.4092,5.3035,1.3107,0,2.1736,39.8499,1.4731,0,0,10380.7178,57.2684,0,7.2039,2.0745,0.96,134779.4219,311.3448,13.6641,4.0778,663.8421,2.7111,0,0,3.8998,1.1473,845.7455,30.0163,15.9423,2.6834,121.4432,9.2561,0,0,10.6172,0.8468,76.6713,5.1678,32.253,1.7234
337,ucsb mining,211.23,0,29.23,29.78,29.88,"Wed Dec 7, 2022 - 17:39:08",User,2,ppm,,,,M1801-5.3,Mining,0,2.0637,24013.6152,353.4538,3.3945,1.1517,0,4.64,139.5057,30.0969,605817.5625,2426.0002,0,1.7508,111585.1406,298.5382,9.8019,2.2376,26144.5508,73.918,0,35.5081,63.2826,5.4556,19.5124,3.8703,7757.064,78.9023,0,0,0,2.5408,11208.7412,122.7172,9959.8516,1189.3347,0,30.2491,14.1678,1.036,0,1.1366,99.5399,7.0306,1932.8815,98.8803,7.6561,1.2283,0,1.7796,41.4632,1.3394,0,0,15745.8301,66.6305,0,5.959,3.116,0.8894,183407.6875,327.5038,0,7.4803,571.6634,2.2846,0,0,4.3388,1.0126,1068.8862,24.2585,17.3632,2.3621,161.7459,8.3602,0,0,12.36,0.7809,134.1932,5.4374,35.5986,1.5005
338,ucsb mining,210.37,0,29.39,29.76,29.69,"Wed Dec 7, 2022 - 17:43:08",User,2,ppm,,,,M1801-5.3,Mining,0,3.6376,26603.1699,395.0941,6.7528,1.2798,0,4.8119,188.5086,31.9814,577229.9375,2719.4197,0,1.8082,116963.3516,315.1661,11.5403,2.3646,28370.123,79.4315,0,39.0337,73.4728,5.9249,26.2852,4.2257,8907.7236,87.238,0,0,0,2.9942,12038.7324,133.8643,11553.3623,1297.0266,57.087,22.6165,17.7494,1.1259,0,1.2201,103.0139,7.4234,2417.1584,109.4805,6.0324,1.2646,0,1.9084,48.3031,1.5167,0,0,16894.5977,71.1507,0,6.3076,2.8994,0.9669,196282.2969,345.2206,0,5.8593,678.7585,2.5915,0,0,5.1936,1.0735,1104.2493,27.1935,24.9446,2.7053,169.5516,9.0155,0,10.6007,15.9682,0.8685,158.244,6.0359,41.0135,1.6796
339,ucsb mining,211.27,0,29,29.38,28.61,"Wed Dec 7, 2022 - 17:47:34",User,2,ppm,,,,M1801-14.2,Mining,1.6573,1.4287,18435.9414,321.3285,1.2258,1.0071,0,4.4941,161.6723,31.1409,570682.625,2618.9915,0,1.6888,101306.0938,293.5023,0,3.2671,31221.2422,80.7524,0,33.4583,46.1146,5.2322,11.9861,3.6117,6654.2051,74.4053,0,0,0,2.5816,6773.5688,101.0104,12664.791,1192.925,105.6168,23.0859,3.0471,0.9565,1.6878,0.7789,43.1895,5.7947,1794.9009,99.6576,4.3358,1.123,0,1.8601,31.5469,1.2001,0,0,5824.4067,43.1805,0,6.1331,1.2968,0.8224,242914.2969,357.6706,8.4954,3.4469,457.3981,2.0624,0,0,4.2041,0.9747,631.1998,21.6889,11.7882,2.1487,64.2623,6.4722,0,0,27.2163,0.8925,58.3897,4.3364,51.5803,1.4896
340,ucsb mining,210.22,0,29.26,29.7,29.9,"Wed Dec 7, 2022 - 17:52:13",User,2,ppm,,,,M1801-5.05,Mining,0,3.3971,22822.5488,420.3174,4.3291,1.4008,0,5.52,284.8121,38.6286,564226.4375,2836.0947,0,2.4797,217519.2969,401.3289,11.1966,2.7842,12777.7793,55.7405,0,43.6444,57.5202,6.9206,21.2711,4.4874,9783.9609,97.4327,0,0,0,3.6857,13248.4268,146.2625,7705.3345,1400.0846,154.368,27.7438,8.6829,1.1672,1.283,0.9164,102.0328,8.001,1330.3666,95.1901,10.0146,1.4867,0,2.2341,40.2649,1.5685,0,0,6544.4692,47.7466,0,7.4326,3.9402,1.063,141234.2031,322.0666,9.6833,4.1742,802.8419,3.0264,0,0,2.7801,1.1882,934.2761,31.865,21.7435,2.9856,165.8771,10.3215,0,0,23.3989,1.0028,103.0552,5.7251,43.7584,1.9303
341,ucsb mining,210.34,0,29.31,29.01,29.3,"Wed Dec 7, 2022 - 17:56:27",User,2,ppm,,,,M1801-27.3,Mining,2.1724,1.7332,32706.3105,472.7439,6.781,1.4195,0,5.5387,522.9029,40.453,572238.4375,2935.3005,0,2.0856,197095.7344,384.5909,7.6688,2.739,6402.2925,40.9212,0,45.6902,83.1956,7.0795,28.9242,4.7379,10412.1396,101.0523,0,0,0,3.1167,13035.5234,142.4522,11226.3223,1391.8695,199.2926,29.6202,16.3911,1.2608,2.6874,0.9365,118.7689,8.4961,2834.0042,125.8056,6.8177,1.409,0,2.1944,41.3624,1.6113,0,0,10534.707,57.8835,0,7.4511,3.1259,1.0431,139913.7344,316.054,9.7222,4.1744,795.2703,3.0407,0,0,3.2596,1.1753,1382.225,36.5208,25.3129,3.0674,133.696,10.5216,0,0,17.7838,0.9604,117.224,5.9833,76.2369,2.0867
342,ucsb mining,211.35,0,29.02,28.66,29.02,"Wed Dec 7, 2022 - 18:01:24",User,2,ppm,,,,M1801-5.1,Mining,0,2.8401,28036.7168,423.2663,6.2904,1.3919,0,5.2656,222.7664,37.1043,580380.3125,2740.6519,0,1.9815,158416.9531,361.616,15.7782,2.7579,22326.2148,71.0478,0,44.5982,70.4025,6.6212,24.9525,4.3781,10779.7217,98.2645,0,0,0,4.0067,15504.6113,154.0066,8200.4775,1309.1705,95.7178,25.1053,16.0461,1.1656,2.5759,0.8832,89.2941,7.5423,1790.9465,102.1028,9.3605,1.4155,0,2.1557,55.0392,1.6266,0,0,10960.8662,58.3749,0,7.1484,4.2057,1.0253,160510.7344,328.2897,9.9218,4.0597,747.488,2.8217,0,0,4.0293,1.1426,1308.9822,31.477,20.3989,2.813,199.1123,10.5532,0,0,20.2107,0.9626,127.539,5.8544,42.3762,1.8111
343,ucsb mining,209.96,0,29.19,29.8,28.39,"Wed Dec 7, 2022 - 18:06:05",User,2,ppm,,,,M1801-28.0,Mining,0,2.2403,44628.2305,481.5204,8.5312,1.3882,0,4.9237,411.1088,34.9507,592981.1875,2722.3704,0,1.9041,110378.1875,306.8255,4.7134,2.3879,9071.2266,46.1043,0,44.5603,114.3885,6.3802,29.013,4.2761,11768.9609,97.9731,0,0,0,3.2249,18393.9883,156.9209,13098.4688,1218.8103,125.7541,25.0568,10.7276,1.1055,2.8503,0.8465,96.9059,7.4312,2466.1995,113.2124,9.4057,1.3441,0,1.977,57.5546,1.5665,0,0,10992.6729,57.4817,0,6.5007,2.5775,0.9796,182324.9688,337.0689,0,8.4026,590.7718,2.4102,0,0,5.1509,1.1115,2007.0205,33.5318,23.2315,2.597,127.204,9.7486,13.1409,7.2115,23.1918,0.9483,141.2667,5.7967,91.4547,1.8268
344,ucsb mining,210.34,0,29.41,29.04,29.83,"Wed Dec 7, 2022 - 18:13:04",User,2,ppm,,,,MAG1,Mining,0,2.5852,88052.0938,687.0394,3.6275,1.601,0,4.8271,366.1313,33.5949,550659.5,3324.4431,0,2.9629,6832.5864,126.6718,0,3.2989,33851.9414,86.0609,0,76.3259,119.0891,7.5379,25.1134,4.1177,40771.4492,154.9611,0,0,0,4.0182,30885.9082,235.0705,22077.2129,1334.4644,599.282,35.8885,0,1.4833,13.4325,0.8797,68.7839,7.7827,676.131,70.0966,29.5324,1.7689,0,1.8974,175.4687,2.2379,0,0,3452.752,34.9004,0,6.355,0.9468,0.8777,217059.5781,354.3551,0,8.2077,127.6471,1.1545,0,0,15.967,1.3905,3744.7446,47.4973,4.6034,1.7904,137.2121,13.1777,0,0,17.8565,1.098,116.4582,5.3984,114.9051,1.5856
345,ucsb mining,210.95,0,29.84,29.9,28.69,"Wed Dec 7, 2022 - 18:16:49",User,2,ppm,,,,MAG1,Mining,0,2.418,89291.6641,692.0785,3.6315,1.573,0,4.631,361.899,34.0012,546458.75,3350.533,0,2.2359,6907.5679,126.5044,0,3.373,33740.0234,85.5769,0,75.7074,112.2281,7.4483,24.7178,4.0539,40714.4883,153.4461,0,0,2.207,1.8897,30932.791,233.7857,24751.3789,1360.9375,597.1934,35.4091,0,1.4651,13.1188,0.8683,67.0621,7.7572,762.1263,70.3654,29.1473,1.7342,0,1.8736,174.3415,2.2077,0,0,3433.4961,34.716,0,6.4042,0,1.8618,217350.4375,352.9272,7.0444,3.5835,126.3072,1.1359,0,0,15.7536,1.3556,3722.564,47.5743,5.145,1.7853,144.8054,13.2081,0,0,18.6373,1.0888,117.2808,5.3442,114.1465,1.5623
346,ucsb mining,211.37,0,29.03,29.98,29.28,"Wed Dec 7, 2022 - 18:21:55",User,2,ppm,,,,M1803-7.7,Mining,0,2.1606,28249.7168,387.4279,3.2828,1.0932,0,4.514,185.6182,32.1593,571227.375,2678.9873,0,1.8001,100946.1016,294.1517,0,3.3357,5475.4199,37.4478,0,45.9872,83.6406,5.8148,15.293,3.8171,13035.2891,101.3709,0,0,0,3.0431,9971.7363,119.9789,12472.415,1154.8615,151.6964,25.4214,1.4826,0.9519,2.6451,0.7794,58.4977,6.5041,2003.9609,105.0258,3.9621,1.1375,0,1.8943,40.7634,1.2904,0,0,7504.6289,48.7348,0,6.3278,0,2.0161,246675.7344,370.6039,0,8.8357,431.3997,2.0429,0,0,3.2537,1.0089,1255.2982,26.2323,8.2287,2.1002,64.6484,7.553,0,13.9931,12.6857,0.7937,74.868,4.7423,40.3472,1.4401
347,ucsb mining,210.7,0,29.25,29.87,29.12,"Wed Dec 7, 2022 - 18:27:52",User,2,ppm,,,,M1803-10.3,Mining,1.5823,1.4191,22719.9707,343.7002,3.856,1.0723,0,4.3349,208.2404,31.2994,574837.625,2510.6121,0,1.6171,98579.0547,279.3628,9.6665,2.2874,7657.605,42.6054,0,38.8256,73.3596,5.4751,14.6066,3.692,9495.0654,85.9688,0,0,0,2.9324,9702.6934,113.596,8886.3711,1070.6201,92.6094,22.5862,9.0677,0.9719,0,1.7122,72.259,6.518,1319.8585,87.1058,3.9058,1.0977,0,1.8237,35.7406,1.2304,0,0,7536.7446,48.6117,0,6.082,0,1.9917,257022.5,368.5365,7.8843,3.4235,469.9229,2.0657,0,0,3.9849,0.9423,940.4102,23.8164,11.8553,2.1445,125.2887,7.6755,0,11.3066,9.5013,0.728,122.4919,5.2843,26.2573,1.3584
