Reading No,Reading Type,Duration,Main,Low,High,Light,Time,User,Sigma Value,Units,Mode,Pass/Fail,Pass/Fail Criteria,Heat,Lot,Note,Sample Depth,Ag,Ag 2-Sigma,Al,Al 2-Sigma,As,As 2-Sigma,Au,Au 2-Sigma,Ba,Ba 2-Sigma,Bal,Bal 2-Sigma,Bi,Bi 2-Sigma,Ca,Ca 2-Sigma,Cd,Cd 2-Sigma,Cl,Cl 2-Sigma,Co,Co 2-Sigma,Cr,Cr 2-Sigma,Cu,Cu 2-Sigma,Fe,Fe 2-Sigma,Hf,Hf 2-Sigma,Hg,Hg 2-Sigma,K,K 2-Sigma,Mg,Mg 2-Sigma,Mn,Mn 2-Sigma,Mo,Mo 2-Sigma,Nb,Nb 2-Sigma,Ni,Ni 2-Sigma,P,P 2-Sigma,Pb,Pb 2-Sigma,Pd,Pd 2-Sigma,Rb,Rb 2-Sigma,Re,Re 2-Sigma,S,S 2-Sigma,Sb,Sb 2-Sigma,Se,Se 2-Sigma,Si,Si 2-Sigma,Sn,Sn 2-Sigma,Sr,Sr 2-Sigma,Ta,Ta 2-Sigma,Th,Th 2-Sigma,Ti,Ti 2-Sigma,U,U 2-Sigma,V,V 2-Sigma,W,W 2-Sigma,Y,Y 2-Sigma,Zn,Zn 2-Sigma,Zr,Zr 2-Sigma
647,ucsb mining,210.42,0,0,0,0,"Sun Mar 6, 2022 - 14:54:38",User,2,ppm,Mining,,,,,,EA2110_100.0_A,1.5378,1.3232,42991.2227,370.4066,6.469,1.4682,<LOD,5.7808,310.9402,27.3972,664795.6875,1306.4968,<LOD,1.7884,29166.084,182.1979,11.6664,2.1453,11796.5381,45.73,<LOD,58.6133,287.8297,7.4081,105.3778,5.9516,23790.873,125.5154,<LOD,0,<LOD,2.9411,16625.6875,156.6118,4971.8066,801.655,34.2599,21.4638,26.9208,1.2144,<LOD,1.3199,219.9393,9.7972,8277.0928,161.7303,11.2675,1.5153,<LOD,1.7467,98.165,2.0276,<LOD,0,45114.3828,100.449,5.5398,3.8352,15.8876,1.2787,147592.9375,263.9231,5.6636,3.2073,281.8402,1.4899,<LOD,0,9.9991,1.2033,2660.6023,33.927,31.2841,1.9227,313.1074,11.6315,<LOD,11.8315,51.7985,1.1661,318.2236,7.7077,69.3236,1.4502
648,ucsb mining,211.04,0,0,0,0,"Sun Mar 6, 2022 - 15:00:26",User,2,ppm,Mining,,,,,,EA2110_100.0_B,3.165,1.3478,44083.8203,371.173,7.0973,1.4954,<LOD,5.7123,310.7151,27.3938,660929.125,1317.4912,<LOD,1.7367,29747.7051,184.5216,12.5677,2.1538,11623.0479,45.0383,<LOD,59.4725,280.9384,7.4096,111.6648,6.1053,24208.2617,127.3248,<LOD,0,<LOD,3.1119,16725.8828,157.8664,5555.25,802.0978,60.701,22.2362,25.6088,1.2173,<LOD,1.325,229.509,10.0106,8220.3301,159.9194,11.4153,1.5275,<LOD,2.9172,94.8585,2.0214,<LOD,0,44533.8828,99.0813,<LOD,8.2261,15.3838,1.2746,149344.6875,263.1614,5.8028,3.2084,284.2925,1.5079,<LOD,0,11.0957,1.2066,2746.6875,33.9136,31.8892,1.949,325.5789,11.8237,<LOD,12.1072,53.223,1.1788,338.1385,7.9584,67.6177,1.4557
649,ucsb mining,211.17,0,0,0,0,"Sun Mar 6, 2022 - 15:06:01",User,2,ppm,Mining,,,,,,EA2110_101.0_A,<LOD,3.6289,15261.6631,355.4424,1.413,1.3513,<LOD,5.952,1546.8528,42.8698,568035.125,1819.8903,<LOD,2.1433,206982.5,392.5305,<LOD,4.0138,38135.9141,91.0578,<LOD,38.3963,103.4318,7.6163,34.9427,5.1784,7130.1104,85.4305,<LOD,0,<LOD,3.0727,7762.7568,119.8911,5368.6641,1312.537,116.2506,25.838,6.879,1.2859,<LOD,1.4613,91.4673,8.1598,34652.6953,344.5767,5.2285,1.4873,<LOD,2.3151,35.0224,1.7955,<LOD,0,18877.9629,78.7765,<LOD,7.571,3.728,1.0722,93254.6484,248.0064,21.2438,4.3414,1305.0203,3.5579,<LOD,0,4.1918,1.2881,899.3365,41.4021,18.3712,2.6501,145.5065,11.4072,<LOD,0,15.7123,0.9868,103.7364,6.0015,79.6065,2.4406
650,ucsb mining,210.8,0,0,0,0,"Sun Mar 6, 2022 - 15:10:24",User,2,ppm,Mining,,,,,,EA2110_101.0_B,<LOD,2.8366,15530.4648,359.8109,3.6373,1.3054,<LOD,6.1323,1447.2845,41.4455,567496.9375,1815.6743,<LOD,2.1739,208463.5781,377.705,<LOD,3.8952,36881.1016,89.6668,<LOD,37.6496,113.3964,7.3709,32.6229,5.1153,6999.6465,84.4585,<LOD,0,<LOD,2.996,7651.23,114.3051,4813.3481,1310.3972,118.8572,25.9336,6.582,1.283,<LOD,1.4518,96.6562,8.2033,35311.4219,350.2959,<LOD,2.0573,<LOD,2.2703,34.2024,1.7801,<LOD,0,18745.5293,79.2806,<LOD,7.4033,3.7794,1.0835,93566.7344,249.8173,22.3862,4.2586,1317.4362,3.5637,<LOD,0,3.5812,1.2806,959.6913,39.7469,17.7685,2.6402,145.6477,10.9811,<LOD,0,16.108,0.9824,114.5042,6.146,85.8342,2.4628
652,ucsb mining,210.72,0,0,0,0,"Sun Mar 6, 2022 - 15:20:01",User,2,ppm,Mining,,,,,,EA2110_101.5_A,<LOD,3.1045,26614.9121,306.541,4.0188,1.3102,<LOD,5.2773,227.8464,27.103,661093.875,1261.5271,<LOD,1.8022,60613.7422,231.6984,5.0702,2.1011,16991.0215,54.4995,<LOD,46.2018,209.486,6.391,82.5084,5.5096,13993.958,101.9771,<LOD,0,<LOD,2.8627,10511.8242,120.4457,5217.2139,812.4427,<LOD,44.0985,11.8737,1.0937,<LOD,1.2118,172.7574,8.8048,2300.3379,94.1205,7.2715,1.3795,<LOD,1.7763,56.7819,1.5987,<LOD,0,33356.207,87.5954,<LOD,7.838,13.0239,1.1812,165912.375,278.1078,<LOD,6.2202,427.2427,1.8163,<LOD,0,4.844,1.0903,1615.3081,26.5296,10.6773,1.6959,203.507,9.1332,<LOD,10.9722,18.385,0.8947,273.5457,7.2424,50.408,1.4645
653,ucsb mining,210.04,0,0,0,0,"Sun Mar 6, 2022 - 15:24:11",User,2,ppm,Mining,,,,,,EA2110_101.5_B,2.8429,1.2871,27450.7402,309.4766,5.1323,1.2754,<LOD,5.3905,262.0152,25.9573,659973.25,1243.9385,<LOD,1.7373,61287.5469,234.0898,6.2633,2.0082,17164.6836,54.9359,<LOD,46.0489,208.0819,6.4361,78.5056,5.3801,14062.6133,101.0965,<LOD,0,<LOD,2.8271,10523.3467,121.208,3845.2354,794.9724,<LOD,29.5421,13.4767,1.0918,<LOD,1.196,177.2023,8.8124,2375.0146,96.0388,4.686,1.3085,<LOD,1.6734,57.8857,1.5979,<LOD,0,34044.2344,88.6664,6.0104,3.667,13.3922,1.182,165865.7031,278.6738,<LOD,6.4007,430.7171,1.8036,<LOD,0,5.1381,1.0649,1612.1813,27.3067,11.6623,1.697,203.5683,9.2605,<LOD,10.5386,19.2016,0.8914,239.7247,6.808,49.973,1.4492
654,ucsb mining,211.01,0,0,0,0,"Sun Mar 6, 2022 - 15:29:14",User,2,ppm,Mining,,,,,,EA2110_102.0_A,<LOD,2.7087,23534.6035,332.2268,6.8132,1.3995,<LOD,5.5544,293.4513,30.5811,662924.375,1381.1539,<LOD,1.8412,120081.4844,305.7678,5.0152,2.3389,22866.0234,65.4581,<LOD,47.6801,178.2809,6.7638,57.3663,5.3309,13462.8955,105.292,<LOD,0,<LOD,2.7466,12091.752,131.3788,3525.5481,962.1477,27.2874,21.8883,31.4818,1.2979,<LOD,1.3178,157.0981,8.9682,7893.8525,167.0695,4.1298,1.3859,<LOD,1.9445,57.9077,1.7987,<LOD,0,36812.8594,95.7202,<LOD,6.3977,11.1953,1.174,93210.9609,233.4548,<LOD,7.751,745.5396,2.5099,<LOD,0,5.9165,1.1616,1495.2482,28.5989,19.5183,2.1497,253.1376,10.3667,<LOD,0,15.7276,0.9409,178.9632,6.5267,51.5502,1.8023
655,ucsb mining,210.24,0,0,0,0,"Sun Mar 6, 2022 - 15:33:21",User,2,ppm,Mining,,,,,,EA2110_102.0_B,<LOD,2.5358,23891.0371,331.732,5.0164,1.4122,<LOD,5.6833,304.9651,31.5222,663386,1391.5011,<LOD,1.9632,118784.6406,304.2862,6.6065,2.4215,23431.1172,65.8349,<LOD,48.4011,192.3704,6.8271,58.3753,5.4329,13521.8701,106.8534,<LOD,0,<LOD,3.1519,12185.7891,131.6533,4325.5825,964.5537,43.1623,22.6741,31.1274,1.3157,<LOD,1.316,173.0875,9.3819,7775.7178,164.3862,6.2591,1.4545,<LOD,2.0099,59.1298,1.8421,<LOD,0,35536.4219,93.5722,<LOD,6.6122,9.4022,1.1845,93422.3047,232.3834,7.4926,3.7147,744.6404,2.5413,<LOD,0,5.6252,1.2118,1529.6652,28.1345,20.8508,2.2004,252.986,10.3144,<LOD,11.3822,16.172,0.9603,220.5887,7.1367,52.0479,1.8278
656,ucsb mining,210.79,0,0,0,0,"Sun Mar 6, 2022 - 15:37:40",User,2,ppm,Mining,,,,,,EA2110_102.5_A,2.7419,1.3506,28109.5195,326.344,5.7568,1.3086,<LOD,5.0666,230.1333,27.0541,646912.5625,1295.1879,<LOD,1.6841,72902.9688,247.5953,10.5216,2.1473,11747.1357,46.9785,<LOD,45.4123,184.9555,6.3847,60.2169,5.0185,13808.2783,100.3404,<LOD,0,<LOD,2.8342,12297.8652,128.6311,4979.8892,819.0385,<LOD,29.6616,23.4074,1.1579,<LOD,1.2369,135.0968,8.0888,5158.3408,135.1498,5.82,1.3188,<LOD,1.8359,60.9675,1.6804,<LOD,0,24098.5625,77.0492,<LOD,7.4356,9.8794,1.0922,176581.8281,291.4486,6.2584,3.2205,440.2219,1.8251,<LOD,0,7.4633,1.0939,1683.5433,28.2981,21.4789,1.8501,257.7488,9.9541,<LOD,10.2309,30.3638,0.9743,182.0573,6.1751,44.5494,1.4363
657,ucsb mining,211.03,0,0,0,0,"Sun Mar 6, 2022 - 15:43:10",User,2,ppm,Mining,,,,,,EA2110_102.5_B,5.2044,1.3955,28877.1016,329.0098,6.1179,1.3009,<LOD,5.2407,247.2095,27.2715,641813.125,1319.4119,<LOD,1.6501,72010.5391,250.8269,10.6522,2.1592,11867.998,46.906,<LOD,46.1135,193.0618,6.5385,63.132,5.136,13700.3037,101.4806,<LOD,0,<LOD,2.8469,12396.3037,131.4798,5585.7051,823.2101,<LOD,42.0515,23.0906,1.1721,<LOD,1.2401,125.3247,8.0618,4770.2397,130.3743,3.961,1.2979,<LOD,2.6859,63.0192,1.7144,<LOD,0,24238.5098,76.737,<LOD,6.8508,10.7572,1.1315,181369.5938,292.8509,<LOD,7.1777,442.4945,1.8567,<LOD,0,7.0993,1.082,1632.2747,28.692,19.7625,1.8548,247.979,9.9958,<LOD,10.301,30.6217,0.992,189.9983,6.3603,48.8356,1.4788
659,ucsb mining,210.78,0,0,0,0,"Sun Mar 6, 2022 - 15:52:03",User,2,ppm,Mining,,,,,,EA2110_103.0_A,<LOD,2.4283,10656.0381,243.3223,3.4932,1.1581,<LOD,5.1043,295.1323,30.3863,694457.375,1243.6444,<LOD,1.9097,151429.7656,319.2385,<LOD,3.4766,31554.5742,75.2485,<LOD,30.7753,99.0468,5.7153,34.5816,4.7487,5436.6338,69.8662,<LOD,0,<LOD,2.61,6536.7446,98.5136,2111.5151,913.3733,27.6611,21.1469,<LOD,1.8636,<LOD,1.2147,106.8866,7.6907,6902.7891,156.0362,<LOD,1.774,<LOD,1.9649,36.0239,1.5153,<LOD,0,15265.4053,62.8188,<LOD,6.3534,2.2131,0.9118,73245.3906,210.3868,8.4151,3.5945,854.8943,2.6495,<LOD,0,1.8044,1.0916,676.1736,22.2941,8.0291,2.0261,125.9027,7.6533,<LOD,0,<LOD,1.088,103.8375,5.4518,19.6298,1.7182
660,ucsb mining,210.34,0,0,0,0,"Sun Mar 6, 2022 - 15:56:30",User,2,ppm,Mining,,,,,,EA2110_103.0_B,<LOD,2.1758,10509.5771,242.4939,3.5583,1.1616,<LOD,5.0313,298.5746,30.3324,695021.75,1253.2306,<LOD,1.8065,150802.0938,316.4309,<LOD,5.0287,32031.4961,75.7982,<LOD,31.6753,92.5011,5.6145,30.9066,4.7029,5417.2588,70.1403,<LOD,0,<LOD,2.5908,6560.9292,97.8374,2701.97,924.094,<LOD,33.0525,<LOD,1.621,<LOD,1.2197,112.6698,7.9244,6536.561,152.5276,<LOD,1.7856,<LOD,1.9541,34.7471,1.5364,<LOD,0,15115.8877,62.5476,<LOD,6.3818,1.9196,0.9043,72877.9219,209.9865,15.0254,3.6172,860.1228,2.6731,<LOD,0,4.9507,1.1142,692.5157,21.9497,12.1375,2.0964,131.367,7.6545,<LOD,0,<LOD,1.107,112.4417,5.6052,21.3789,1.7421
661,ucsb mining,210.9,0,0,0,0,"Sun Mar 6, 2022 - 16:00:49",User,2,ppm,Mining,,,,,,EA2110_104.5_A,<LOD,2.2269,17624.0977,279.3074,4.4445,1.1689,<LOD,5.2017,279.722,28.9921,710859.625,1396.5128,<LOD,1.7931,106019.2969,283.9804,4.4077,2.2202,15528.8848,51.9768,<LOD,38.0463,91.4811,5.4867,45.17,4.9872,8335.8467,85.3959,<LOD,0,<LOD,2.5176,9659.4932,115.2766,23657.4727,1087.2732,164.6867,25.244,19.1859,1.168,<LOD,1.1892,117.8721,8.0494,3192.3643,107.0018,<LOD,1.751,<LOD,1.8947,42.1209,1.508,<LOD,0,22487.3848,72.4152,<LOD,6.1084,5.8417,1.0133,80255.0312,212.9284,6.6987,3.4307,401.7805,1.8409,<LOD,0,3.1677,1.055,912.5046,23.0567,9.578,1.722,117.0853,7.5403,<LOD,0,<LOD,1.1342,135.8595,5.8963,18.94,1.3381
662,ucsb mining,210.33,0,0,0,0,"Sun Mar 6, 2022 - 16:04:55",User,2,ppm,Mining,,,,,,EA2110_104.5_B,<LOD,3.136,18440.8418,285.5226,4.6091,1.1863,<LOD,5.207,270.4834,27.8504,704261.5625,1426.55,<LOD,1.8023,107296.8672,286.9141,3.9403,2.1316,16120.1787,52.9138,<LOD,38.0043,96.2406,5.5677,47.2554,5.0638,8294.458,85.778,<LOD,0,<LOD,2.4627,9781.3721,116.5843,25355.998,1108.0887,138.3277,24.835,19.8226,1.1786,<LOD,1.1937,121.6146,8.1432,3202.3296,107.797,<LOD,1.7639,<LOD,1.7728,42.6933,1.5223,<LOD,0,22387.8398,72.2905,<LOD,5.8505,4.8713,0.9932,82501.3672,215.4044,9.5807,3.3136,404.0185,1.8585,<LOD,0,3.7523,1.074,925.0587,23.1316,9.2489,1.728,117.1516,7.5934,<LOD,0,<LOD,1.3362,119.6875,5.706,18.8028,1.3489
663,ucsb mining,210.42,0,0,0,0,"Sun Mar 6, 2022 - 16:10:11",User,2,ppm,Mining,,,,,,EA2110_105.0_A,<LOD,2.3239,14419.5439,250.7825,2.5741,1.1106,<LOD,5.0454,249.3214,28.1822,690832.8125,1213.7285,<LOD,1.7514,94185.8828,271.7343,3.0344,2.1588,25011.1172,66.0807,<LOD,35.9026,110.3431,5.5469,37.5459,4.6652,7804.8184,80.2866,<LOD,0,<LOD,2.4453,7881.0854,106.0435,4136.9175,839.5211,<LOD,29.7267,15.8797,1.1341,<LOD,1.2057,105.7165,7.5792,5142.499,135.0562,<LOD,1.7731,<LOD,1.8083,41.8022,1.536,<LOD,0,20677.9551,71.0061,<LOD,5.9488,5.7144,0.98,127517.1094,257.6548,10.3749,3.3702,630.9674,2.2223,<LOD,0,3.5372,1.0478,886.1324,22.054,15.5944,1.9239,129.0782,7.5343,<LOD,0,9.6827,0.8188,108.0956,5.3404,24.772,1.524
664,ucsb mining,211.16,0,0,0,0,"Sun Mar 6, 2022 - 16:15:01",User,2,ppm,Mining,,,,,,EA2110_105.0_B,<LOD,2.0192,14507.3213,253.9272,3.1996,1.0832,<LOD,4.8708,263.3795,27.9303,682239.5625,1219.3195,<LOD,1.7308,95870.9922,280.2684,3.8404,2.141,28779.0996,71.2177,<LOD,35.328,105.7314,5.6706,34.1418,4.5073,7817.6533,78.9728,<LOD,0,<LOD,2.411,7999.5142,109.3884,3190.04,843.799,<LOD,30.7525,15.5905,1.1126,<LOD,1.1675,101.1597,7.3637,6415.1304,150.0449,<LOD,1.7029,<LOD,1.8078,42.841,1.521,<LOD,0,19253.7344,69.2896,<LOD,5.8797,6.146,0.9683,131518.5625,261.8782,9.3084,3.3263,636.261,2.1939,<LOD,0,4.2599,1.0461,889.9287,22.8015,15.693,1.8963,125.1985,7.7053,<LOD,0,10.3389,0.8113,117.9088,5.3817,23.6314,1.4974
666,ucsb mining,211.25,0,0,0,0,"Sun Mar 6, 2022 - 16:23:25",User,2,ppm,Mining,,,,,,EA2110_105.5_A,<LOD,2.2889,26183.1328,323.4659,5.5864,1.3473,<LOD,5.3853,300.8828,29.7635,681180.0625,1283.9382,<LOD,1.8223,104623.2188,287.631,7.6186,2.2979,14181.3145,50.6311,<LOD,46.6303,191.4963,6.5998,63.1237,5.3308,13654.9385,103.4094,<LOD,0,<LOD,2.6095,14446.6113,140.1898,4720.3945,875.2019,38.3045,21.8689,37.8603,1.28,<LOD,1.2311,182.7298,9.1432,4537.4189,126.248,5.379,1.3571,<LOD,1.9205,63.8962,1.7626,<LOD,0,31559.6816,86.2584,<LOD,6.2466,9.4464,1.1036,101425.2891,235.7901,10.8911,3.5253,593.5524,2.1884,<LOD,0,5.5553,1.1357,1529.4774,27.7653,15.471,1.9422,199.2594,9.5146,<LOD,0,3.0767,0.8264,184.3313,6.4211,39.9335,1.5924
667,ucsb mining,210.04,0,0,0,0,"Sun Mar 6, 2022 - 16:27:30",User,2,ppm,Mining,,,,,,EA2110_105.5_B,<LOD,2.3986,25927.002,321.1095,4.7274,1.3403,<LOD,5.522,286.4146,29.15,682372.75,1280.0259,<LOD,1.839,104600.9922,289.0527,8.309,2.2631,14335.4854,51.0662,<LOD,47.0202,188.2408,6.6009,66.6663,5.5126,13383.8447,104.488,<LOD,0,<LOD,2.5426,14168.1494,139.6689,3790.5708,861.2284,38.4553,22.1526,40.2812,1.3122,<LOD,1.2591,196.0518,9.515,4390.52,125.2094,5.0399,1.3735,<LOD,1.894,64.9201,1.7935,<LOD,0,32172.0156,87.3767,<LOD,6.1303,9.3702,1.1251,101411.1016,236.5974,8.8359,3.4519,594.5237,2.2312,<LOD,0,5.6692,1.1535,1498.8406,28.0243,13.321,1.9464,195.453,9.5163,<LOD,0,4.4951,0.8547,180.609,6.4959,37.3609,1.6109
668,ucsb mining,211.29,0,0,0,0,"Sun Mar 6, 2022 - 16:31:40",User,2,ppm,Mining,,,,,,EA2110_106.0_A,2.4247,1.221,44640.957,341.8023,6.9498,1.4328,<LOD,5.6682,234.9652,24.651,685947.125,1205.7207,<LOD,1.7495,13633.623,127.7459,5.1472,1.9067,12295.3799,44.5828,<LOD,53.2891,258.3119,6.7432,123.8613,6.0257,20205.7559,116.5181,<LOD,0,<LOD,2.4538,19868.9414,163.9566,5680.6631,725.0611,26.777,20.6325,55.9795,1.3138,<LOD,1.2614,94.439,7.4321,6168.6821,135.3989,10.0727,1.4626,<LOD,2.2566,120.5524,2.1048,<LOD,0,38851.2305,89.7919,<LOD,8.6969,18.5604,1.267,148469.375,253.5838,<LOD,4.5963,196.5286,1.2326,<LOD,0,8.472,1.1637,2628.0552,32.3811,22.7054,1.7186,250.4953,10.5225,<LOD,0,24.5275,1.0169,80.2435,4.77,69.1448,1.3508
669,ucsb mining,211.12,0,0,0,0,"Sun Mar 6, 2022 - 16:36:08",User,2,ppm,Mining,,,,,,EA2110_106.0_B,2.2448,1.2263,46520.8086,348.9222,6.8739,1.422,<LOD,5.3901,231.4875,24.7949,679271.25,1217.6453,<LOD,1.6316,12939.0703,122.8666,5.6168,1.9235,12627.9648,45.1638,<LOD,52.5114,254.3381,6.5769,130.8198,6.0885,19860.5332,114.8623,<LOD,0,<LOD,2.4217,20301.9492,162.5336,5715.2637,728.3005,32.9452,20.5421,55.6422,1.299,<LOD,1.2403,99.9513,7.47,5979.314,133.952,10.1163,1.4615,<LOD,2.1942,119.8748,2.0745,<LOD,0,39655.0977,90.6601,5.1053,3.5144,19.703,1.2654,152702.0781,255.7822,<LOD,4.3911,195.5716,1.22,<LOD,0,10.4747,1.1512,2804.2861,31.6726,20.7969,1.6742,249.4736,10.3729,<LOD,0,23.7271,1.0024,77.6272,4.693,69.9369,1.3438
670,ucsb mining,211.63,0,0,0,0,"Sun Mar 6, 2022 - 16:42:11",User,2,ppm,Mining,,,,,,EA2110_106.5_A,3.0253,1.3083,33564.8125,326.2297,7.0935,1.3861,<LOD,5.3537,287.8894,26.4933,690897.1875,1243.58,<LOD,1.7349,40022.25,199.3494,10.8679,2.0798,14612.0146,49.9743,<LOD,50.7254,267.8047,6.8739,119.8975,6.0983,17677.1387,110.8999,<LOD,0,<LOD,2.9479,16069.335,147.5962,5156.0254,810.8753,41.0767,21.321,90.0801,1.4744,<LOD,1.276,207.155,9.3301,15745.748,215.8607,7.5324,1.3814,<LOD,2.8633,95.3418,1.9467,<LOD,0,41724.7617,96.8736,<LOD,8.8051,11.837,1.1603,120066.8438,243.0462,5.266,3.1144,361.6711,1.6583,<LOD,0,7.2023,1.1292,2215.8491,30.1937,21.1799,1.8147,251.8719,10.2357,<LOD,11.4283,25.1117,0.9935,351.602,7.9259,74.3291,1.5151
671,ucsb mining,210.91,0,0,0,0,"Sun Mar 6, 2022 - 16:46:50",User,2,ppm,Mining,,,,,,EA2110_106.5_B,2.7019,1.2945,34523.8125,331.36,6.4708,1.4631,<LOD,5.7256,282.5154,26.2827,687756.5625,1302.0178,<LOD,1.7672,39996.4375,194.7808,14.027,2.0932,14681.4307,50.2462,<LOD,54.1692,277.4211,6.7469,119.6435,6.5348,17458.2441,118.2776,<LOD,0,<LOD,3.1567,16075.959,144.1249,5648.9893,821.3194,27.3735,22.5362,90.0099,1.5769,<LOD,1.3676,212.6101,10.0951,15862.248,217.5153,7.1395,1.4812,<LOD,1.9972,96.8177,2.0994,<LOD,0,42429.9844,97.9523,<LOD,6.0612,12.6346,1.2577,121204.9609,244.5392,5.9061,3.0961,355.5304,1.7623,<LOD,0,9.3737,1.2185,2203.5847,29.2104,21.6413,1.9485,249.8406,9.9324,<LOD,11.9249,23.9436,1.0588,274.2656,7.6992,67.8512,1.588
29,Mining,211.15,29.37,29.9,28.71,117.25,"Thu Dec 9, 2021 - 17:17:55",User,2,ppm,,,,,Mining,,EA2110_11.2_A,<LOD,2.8305,26341.252,338.6239,<LOD,1.744,<LOD,4.8752,237.6984,28.1328,608938.375,1425.01,<LOD,1.7804,73527.4141,260.9133,10.1523,2.2267,31187.8867,75.9304,<LOD,43.5042,94.8662,5.9612,22.6946,4.247,12038.1494,96.5513,<LOD,0,<LOD,2.8315,11537.415,131.8688,6440.624,899.0278,49.1729,21.1013,2.2525,1.054,<LOD,1.1626,60.4612,6.7671,1290.9401,79.6532,5.3477,1.2618,<LOD,1.8029,55.5858,1.5945,<LOD,0,11878.3223,56.4425,<LOD,5.9345,2.8012,0.9198,213651.4688,315.7908,<LOD,5.3264,500.3207,1.9804,<LOD,0,3.9725,1.0738,1671.1953,28.582,7.1625,1.7095,246.4338,10.2255,<LOD,9.849,<LOD,1.1204,124.4883,5.5625,72.1849,1.6328
30,Mining,210.78,29.26,29.13,29.86,116.68,"Thu Dec 9, 2021 - 17:22:01",User,2,ppm,,,,,Mining,,EA2110_11.2_B,<LOD,2.8848,25961.4355,338.0594,2.5577,1.188,<LOD,5.1199,255.0965,27.9834,609949.5625,1440.4498,<LOD,1.6682,74006.4219,258.3324,9.8325,2.205,31564.2539,76.4842,<LOD,44.284,89.4371,5.8094,36.6043,4.6561,11938.1836,97.8471,<LOD,0,<LOD,2.6168,11399.5576,129.348,6634.3374,907.0885,44.3229,21.3506,1.5511,1.0602,<LOD,1.1813,71.8563,7.1403,1612.8015,86.0206,3.7745,1.239,<LOD,1.8378,58.4482,1.6369,<LOD,0,11926.1523,56.7073,<LOD,5.9067,2.9639,0.922,211836.8281,315.2082,9.6605,3.3369,487.9756,1.9897,<LOD,0,5.6694,1.0714,1661.4337,28.0002,5.2861,1.7002,234.6763,9.9381,<LOD,0,<LOD,1.1243,124.8409,5.6502,64.4262,1.6171
31,Mining,210.11,29.43,29.84,28.92,115.7,"Thu Dec 9, 2021 - 17:26:11",User,2,ppm,,,,,Mining,,EA2110_11.7_A,<LOD,3.9242,32494.3359,418.0341,4.055,1.3756,<LOD,5.431,360.2882,32.4809,604006.375,1627.0436,<LOD,1.9246,115677.625,315.2009,8.6336,2.4925,26272.3691,72.7094,<LOD,49.968,118.0651,6.8469,32.1813,4.8299,14754.0195,110.4085,<LOD,0,<LOD,2.8677,15679.5361,154.0171,8113.2119,1091.5919,168.1388,25.8466,31.3327,1.3084,<LOD,1.34,131.8023,8.6086,3255.4116,116.4851,6.7869,1.4266,<LOD,2.0576,68.76,1.886,<LOD,0,31398.1523,91.7311,<LOD,6.7204,6.1841,1.0556,143697.8281,285.9987,8.1711,3.8005,712.4336,2.4827,<LOD,0,5.8688,1.2067,2291.0776,35.2279,14.6375,2.0894,353.3094,12.7465,<LOD,0,35.6684,1.1037,219.0502,7.0859,74.802,1.8959
32,Mining,211.68,29.7,29.65,29.67,115.9,"Thu Dec 9, 2021 - 17:30:32",User,2,ppm,,,,,Mining,,EA2110_11.7_B,<LOD,3.7885,32449.4004,416.7251,3.9603,1.3336,<LOD,5.2516,372.9309,31.599,607952.625,1605.594,<LOD,1.9576,111958.6562,312.9424,12.4578,2.4565,26578.875,73.0219,<LOD,49.951,131.4798,6.926,29.2517,4.7077,14981.9121,109.6264,<LOD,0,<LOD,3.1894,16161.7461,156.7668,7801.4409,1076.9259,172.6017,25.7192,30.5049,1.2967,<LOD,1.3363,136.0653,8.6512,2910.4146,111.8652,5.6059,1.3839,<LOD,2.0111,70.782,1.885,<LOD,0,29539.0273,88.9996,<LOD,6.5289,5.2353,1.0493,144848.3125,286.9136,11.0305,3.7009,711.4288,2.4487,<LOD,0,5.5529,1.2075,2385.0127,34.8155,15.7015,2.0806,362.8919,12.8398,<LOD,11.3886,30.3609,1.0592,237.478,7.2299,87.2666,1.922
33,Mining,210.55,29.26,29.5,29.99,116.51,"Thu Dec 9, 2021 - 17:34:35",User,2,ppm,,,,,Mining,,EA2110_12.0_A,<LOD,2.5942,28921.791,346.1527,3.9783,1.2909,<LOD,5.2457,325.9232,29.3899,593313.125,1427.1,<LOD,1.7775,67779.8906,255.8921,13.0722,2.3145,13578.668,51.3732,<LOD,45.7156,102.1883,6.1491,38.2002,4.7656,12681.2871,100.9904,<LOD,0,<LOD,2.9398,12032.3213,135.9386,4248.4004,817.1664,57.8592,21.9965,37.9746,1.2676,<LOD,1.2049,114.1199,8.0386,1158.0985,75.9104,5.2536,1.3295,<LOD,1.9018,55.9117,1.6429,<LOD,0,17959.9824,68.5746,<LOD,6.1272,6.0308,1.0456,244640.9375,331.1669,9.138,3.4582,551.0782,2.127,<LOD,0,6.7849,1.1344,1817.5735,29.4891,6.6546,1.7834,286.9276,10.8597,<LOD,10.4404,<LOD,1.4041,187.3018,6.5197,59.4863,1.6554
