Height,Section Height,SampleName,Ag,Ag 2-Sigma,Al,Al 2-Sigma,As,As 2-Sigma,Au,Au 2-Sigma,Ba,Ba 2-Sigma,Bal,Bal 2-Sigma,Bi,Bi 2-Sigma,Ca,Ca 2-Sigma,Cd,Cd 2-Sigma,Cl,Cl 2-Sigma,Co,Co 2-Sigma,Cr,Cr 2-Sigma,Cu,Cu 2-Sigma,Fe,Fe 2-Sigma,Hf,Hf 2-Sigma,Hg,Hg 2-Sigma,K,K 2-Sigma,Mg,Mg 2-Sigma,Mn,Mn 2-Sigma,Mo,Mo 2-Sigma,Nb,Nb 2-Sigma,Ni,Ni 2-Sigma,P,P 2-Sigma,Pb,Pb 2-Sigma,Pd,Pd 2-Sigma,Rb,Rb 2-Sigma,Re,Re 2-Sigma,S,S 2-Sigma,Sb,Sb 2-Sigma,Se,Se 2-Sigma,Si,Si 2-Sigma,Sn,Sn 2-Sigma,Sr,Sr 2-Sigma,Ta,Ta 2-Sigma,Th,Th 2-Sigma,Ti,Ti 2-Sigma,U,U 2-Sigma,V,V 2-Sigma,W,W 2-Sigma,Y,Y 2-Sigma,Zn,Zn 2-Sigma,Zr,Zr 2-Sigma,,Ag_Corr,Ag 2-Sigma_Corr,Al_Corr,Al 2-Sigma_Corr,As Corr,As 2-Sigma_Corr,Au_Corr,Au 2-Sigma_Corr,Ba_Corr,Ba 2-Sigma_Corr,Bi_Corr,Bi 2-Sigma_Corr,Ca_Corr,Ca 2-Sigma_Corr,Cd_Corr,Cd 2-Sigma_Corr,Cl_Corr,Cl 2-Sigma_Corr,Co_Corr,Co 2-Sigma_Corr,Cr_Corr,Cr 2-Sigma_Corr,Cu_Corr,Cu 2-Sigma_Corr,Fe_Corr,Fe 2-Sigma_Corr,Hf_Corr,Hf 2-Sigma_Corr,Hg_Corr,Hg 2-Sigma_Corr,K_Corr,K 2-Sigma_Corr,Mg_Corr,Mg 2-Sigma_Corr,Mn_Corr,Mn 2-Sigma_Corr,Mo_Corr,Mo 2-Sigma_Corr,Nb_Corr,Nb 2-Sigma_Corr,Ni_Corr,Ni 2-Sigma_Corr,P_Corr,P 2-Sigma_Corr,Pb_Corr,Pb 2-Sigma_Corr,Pd_Corr,Pd 2-Sigma_Corr,Rb_Corr,Rb 2-Sigma_Corr,S_Corr,S 2-Sigma_Corr,Sb_Corr,Sb 2-Sigma_Corr,Si_Corr,Si 2-Sigma_Corr,Sn_Corr,Sn 2-Sigma_Corr,Sr_Corr,Sr 2-Sigma_Corr,Th_Corr,Th 2-Sigma_Corr,Ti_Corr,Ti 2-Sigma_Corr,U_Corr,U 2-Sigma_Corr,V_Corr,V 2-Sigma_Corr,Y_Corr,Y 2-Sigma_Corr,Zn_Corr,Zn 2-Sigma_Corr,Zr_Corr,Zr 2-Sigma_Corr
165.6,65.6,EA2110_65.6_B,2.9084,1.7367,10864.873,310.9019,1.7813,1.3389,0,5.8308,281.8953,34.8213,570367.8125,1643.1395,0,2.1572,252064.9844,391.1112,6.5444,2.6872,12467.0342,52.3269,0,33.1396,88.1602,6.8803,28.7873,4.9405,5309.6162,73.8361,0,0,0,2.968,5925.0439,101.7765,4213.0693,1179.4185,0,52.331,0,1.7492,0,1.361,56.0557,7.2084,9083.79,190.418,4.796,1.4577,0,2.4751,20.1109,1.5944,0,0,16277.7373,70.3636,0,7.3178,5.7359,1.1079,110824.1016,267.459,17.5835,4.1733,1170.3154,3.329,0,0,0,2.6582,584.4164,27.1494,19.9519,2.5508,190.4861,9.9489,0,0,8.2131,0.8776,99.7164,5.873,14.3273,2.0671,,0,4.18619956,5335.548611,6792.9019,0,3.501334041,0,7.135758945,233.2674754,68.2472223,0,2.1572,317902.1707,1799.23497,,,11520.73287,1905.476244,0,63.92900055,64.59075902,20.66550785,40.41490877,11.51272901,7519.688015,778.3034689,0,0,0,2.968,6487.080652,1380.304551,3291.902005,3194.697634,212.5516938,86.35779156,0,1.7492,0,2.932413198,61.03049487,18.26914983,9083.79,436.6644316,2.471613396,7.654829894,0,2.4751,61.37717379,5.957476449,18659.85061,476.7963311,0,11.85666355,148011.0813,12902.48688,17.5835,10.22149369,1289.511008,7.134742116,4.733150177,4.830294675,1013.019305,193.0317576,19.9519,3.383166508,188.536262,26.74494265,24.21587316,3.955912268,112.6322333,15.02335753,17.8212897,22.66212798
165.9,65.9,EA2110_65.9_A,4.1099,1.7584,8920.5674,290.9897,3.8822,1.3155,0,6.0583,1101.0597,39.6915,582561.3125,1651.3846,0,2.0885,223132.1094,384.0486,5.3987,2.6657,21056.8809,66.8981,0,34.2803,89.8535,6.8999,23.9255,4.9447,5713.4438,76.8544,0,0,0,3.0104,5289.8662,99.1071,5651.353,1193.7744,0,32.5982,0,1.7564,0,1.3795,119.2437,8.6277,10527.0449,203.1507,0,2.0782,0,2.2849,25.3571,1.652,0,0,11266.3486,60.4003,0,7.3732,6.8651,1.1595,122411.5859,279.0695,13.7548,4.1852,1214.1237,3.4103,0,0,3.5197,1.2321,528.2338,27.9255,16.5779,2.5548,171.1266,9.6793,0,0,8.6686,0.8961,115.1235,6.1471,18.6671,2.1318,,0,4.20789956,3168.683073,6772.9897,0,3.477934041,0,7.363258945,1061.860859,73.1174223,0,2.0885,281442.5292,1792.17237,,,19437.97232,1920.047444,0,65.06970055,67.42877257,20.68510785,35.59089857,11.51692901,7887.450588,781.3217689,0,0,0,3.0104,5893.62935,1377.635151,4927.1035,3209.053534,212.5516938,66.62499156,0,1.7564,0,2.950913198,115.2725192,19.68844983,10527.0449,449.3971316,-2.636493114,8.275329894,0,2.2849,64.43636553,6.015076449,12600.0832,466.8330311,0,11.91206355,157873.9139,12914.09738,13.7548,10.23339369,1337.757444,7.216042116,7.335574789,3.404194675,954.6588215,193.8078576,16.5779,3.387166508,168.0715307,26.47534265,24.517083,3.974412268,128.763595,15.29745753,22.26150772,22.72682798
165.9,65.9,EA2110_65.9_B,2.6047,1.7069,9216.1289,293.4572,1.8217,1.3396,0,5.9926,1595.5554,41.8927,581959.0625,1636.049,0,2.1267,222964.0625,385.076,0,4.7048,20925.0488,66.7307,0,34.1212,89.2486,6.9367,24.5124,4.9428,5664.3145,76.2953,0,0,0,3.0525,5312.1318,99.5767,4766.0996,1175.4421,26.7907,22.7618,0,1.7473,0,1.3755,123.8059,8.6908,10104.7139,200.9196,4.4311,1.4642,0,2.5335,25.5487,1.6497,0,0,11373.709,60.5977,0,10.2547,6.1508,1.134,123703.9297,280.4343,7.8831,4.1114,1207.9192,3.39,0,0,3.0939,1.2428,554.0398,27.2752,16.9277,2.5471,180.3122,9.7972,0,0,8.7555,0.8967,113.1698,6.0936,18.2585,2.1182,,0,4.15639956,3498.07678,6775.4572,0,3.502034041,0,7.297558945,1562.048447,75.3186223,0,2.1267,281230.7656,1793.19977,,,19316.46302,1919.880044,0,64.91060055,66.4149449,20.72190785,36.17323672,11.51502901,7842.708926,780.7626689,0,0,0,3.0525,5914.432268,1378.104751,3920.648596,3190.721234,235.1453169,56.78859156,0,1.7473,0,2.946913198,119.188816,19.75154983,10104.7139,447.1660316,2.082967011,7.661329894,0,2.5335,64.54809233,6.012776449,12729.90332,467.0304311,0,14.79356355,158973.9086,12915.46218,7.8831,10.15959369,1330.924378,7.195742116,7.020743298,3.414894675,981.4651751,193.1575576,16.9277,3.379466508,177.7815354,26.59324265,24.57454763,3.975012268,126.7180549,15.24395753,21.84345318,22.71322798
166.2,66.2,EA2110_66.2_A,3.6872,1.8051,14662.8008,344.8077,2.4067,1.4021,0,6.1044,353.3116,36.3718,589915.1875,1704.0002,0,2.1517,242531.9219,402.1738,5.9901,2.7644,10676.0811,48.6463,0,43.3571,113.7334,7.4419,29.0001,5.1631,9107.251,96.1419,0,0,0,3.0857,8163.917,120.0839,4663.7993,1210.8588,34.548,23.663,2.3844,1.2675,0,1.4878,117.9166,8.8942,23689.5996,288.6736,4.6494,1.5212,0,2.2746,27.8229,1.7708,0,0,17032.5742,72.7867,0,7.9284,6.8003,1.1753,75942.0547,227.5151,10.9613,4.2725,1435.0917,3.7656,0,0,2.0129,1.2529,1050.0828,30.7862,19.3021,2.7712,188.1721,10.9568,0,0,31.0169,1.1112,132.235,6.5198,43.6777,2.4176,,0,4.25459956,9568.215977,6826.8077,0,3.564534041,0,7.409358945,305.505812,69.7977223,0,2.1517,305889.1218,1810.29757,,,9870.016035,1901.795644,0,74.14650055,107.4520879,21.22710785,40.62605472,11.73532901,10978.16372,800.6092689,0,0,0,3.0857,8578.876626,1398.611951,3804.342193,3226.137934,241.687345,57.68979156,2.3844,1.2675,0,3.059213198,114.1333062,19.95494983,23689.5996,534.9200316,2.315473193,7.718329894,0,2.2746,65.8742358,6.133876449,19572.59882,479.2194311,0,12.46726355,118320.7893,12862.54298,10.9613,10.32069369,1581.111295,7.571342116,6.221464664,3.424994675,1496.736974,196.6685576,19.3021,3.603566508,186.0901561,27.75284265,39.29541017,4.189512268,146.6794777,15.67015753,47.85082449,23.01262798
166.2,66.2,EA2110_66.2_B,3.2875,1.7547,15268.5996,351.005,3.0071,1.4691,0,6.045,344.1206,35.4564,590453.1875,1689.6227,0,2.3096,241936.25,397.7184,0,6.4041,9670.3066,47.0723,0,44.1183,123.7268,7.4864,36.1836,5.3531,9376.833,97.6423,0,0,0,3.2038,8204.1016,118.9956,2994.2493,1182.8975,0,57.3184,2.4558,1.2725,0,1.4908,125.1643,9.0773,25911.3789,303.0871,6.3771,1.5722,0,2.2784,30.5392,1.8187,0,0,16850.1582,73.5627,0,7.3856,6.8225,1.1727,75789.5156,229.3347,8.1951,4.1569,1420.2566,3.7557,0,0,0,2.7315,1021.344,30.9596,21.7254,2.8027,191.8052,10.9365,0,0,28.9213,1.1042,130.8885,6.52,40.6871,2.4017,,0,4.20419956,10243.35909,6833.005,0,3.631534041,0,7.349958945,296.2090191,68.8823223,0,2.3096,305138.4883,1805.84217,,,8942.996283,1900.221644,0,74.90770055,124.2012787,21.27160785,47.75371881,11.92532901,11223.6699,802.1096689,0,0,0,3.2038,8616.4214,1397.523651,1906.211348,3198.176634,212.5516938,91.34519156,2.4558,1.2725,0,3.062213198,120.3548976,20.13804983,25911.3789,549.3335316,4.155605724,7.769329894,0,2.2784,67.45817894,6.181776449,19352.02153,479.9954311,0,11.92446355,118190.9537,12864.36258,8.1951,10.20509369,1564.773279,7.561442116,4.733150177,4.903594675,1466.884133,196.8419576,21.7254,3.635066508,189.9306693,27.73254265,37.90964649,4.182512268,145.269681,15.67035753,44.79102542,22.99672798
166.5,66.5,EA2110_66.5_A,2.8783,1.7914,15077.1641,348.83,1.9073,1.3928,0,6.0406,292.4253,36.0467,586390.125,1668.2911,0,2.189,270862.25,419.277,0,5.7247,11542.9355,49.8334,0,43.39,122.1109,7.8238,25.4529,5.113,9010.1328,96.7215,0,0,0,3.4729,7905.2861,119.0585,3785.575,1199.6997,32.8537,23.7795,0,1.8217,0,1.4169,115.575,8.9233,5205.1851,145.9957,4.7848,1.5187,0,2.3277,27.558,1.6883,0,0,22630.4453,79.1828,0,7.5821,5.0451,1.1653,64444.7344,210.6911,13.2227,4.2879,1188.6775,3.4676,0,0,2.1253,1.2617,956.0334,32.1279,12.2133,2.5542,208.7972,11.5548,0,12.0301,6.4069,0.9087,105.0612,6.1887,23.0311,2.191,,0,4.24089956,10030.01044,6830.83,0,3.555234041,0,7.345558945,243.9186809,69.4726223,0,2.189,341589.4663,1827.40077,,,10668.99349,1902.982744,0,74.17940055,121.4929895,21.60900785,37.1064264,11.68522901,10889.71895,801.1888689,0,0,0,3.4729,8337.235831,1397.586551,2805.878755,3214.978834,240.258477,57.80629156,0,1.8217,0,2.988313198,112.1232232,19.98404983,5205.1851,392.2421316,2.45968454,7.715829894,0,2.3277,65.71976592,6.051376449,26341.5403,485.6155311,0,12.12096355,108534.7008,12845.71898,13.2227,10.33609369,1309.733338,7.273342116,6.304571897,3.433794675,1399.041808,198.0102576,12.2133,3.386566508,207.8927404,28.35084265,23.02148188,3.987012268,118.2282833,15.33905753,26.72648571,22.78602798
166.5,66.5,EA2110_66.5_B,3.441,1.838,15503.8486,355.1564,3.348,1.3221,0,6.0453,307.9615,36.8542,584152.9375,1668.7794,0,2.1942,268085.7188,420.8335,0,5.7788,10916.3379,49.0302,0,43.5092,137.3464,8.0134,29.2082,5.1601,9393.9785,97.5882,0,0,0,3.1645,8078.7163,121.1791,3361.5122,1199.6422,40.343,23.8283,0,1.8889,0,1.4064,116.3634,8.8046,5818.1689,153.8903,0,2.1147,0,2.378,29.8104,1.6793,0,0,23798.1074,81.793,0,7.9449,6.4979,1.1633,67637.5391,216.5994,9.9225,4.3541,1183.8356,3.4277,0,0,3.1584,1.2756,998.4343,32.2666,9.5384,2.4909,229.9194,11.948,0,0,5.9442,0.8963,114.6386,6.2572,23.3934,2.1684,,0,4.28749956,10505.53647,6837.1564,0,3.484534041,0,7.350258945,259.6337102,70.2801223,0,2.1942,338090.6321,1828.95727,,,10091.46011,1902.179544,0,74.29860055,147.0280722,21.79860785,40.8325372,11.73232901,11239.28417,802.0555689,0,0,0,3.1645,8499.272971,1399.707151,2323.756818,3214.921334,246.5744904,57.85509156,0,1.8889,0,2.977813198,112.8000038,19.86534983,5818.1689,400.1367316,-2.636493114,8.311829894,0,2.378,67.03319725,6.042376449,27753.47642,488.2257311,0,12.48376355,111252.2966,12851.62728,9.9225,10.40229369,1304.400914,7.233442116,7.068433836,3.447694675,1443.086352,198.1489576,9.5384,3.323266508,230.220804,28.74404265,22.71551087,3.974612268,128.2559007,15.40755753,27.09716892,22.76342798
166.8,66.8,EA2110_66.8_A,5.1576,1.8225,17853.3555,353.1008,3.3995,1.4539,0,6.1443,300.4457,35.9022,611738.8125,1602.8129,0,2.1379,231095.3125,395.5624,6.8156,2.7619,9995.9365,46.3069,0,46.3885,155.7609,7.8268,43.7826,5.5407,10692.6211,103.5635,0,0,0,3.4953,9675.0557,127.1705,4550.2554,1128.0084,0,47.2649,8.0338,1.287,0,1.4468,146.7993,9.4971,4481.2939,135.3967,5.2381,1.5506,0,2.4269,36.9239,1.822,0,0,23650.2949,80.0282,0,7.7801,7.7669,1.243,72725.5781,219.8056,13.6525,4.2677,1137.4791,3.3673,0,0,3.9675,1.2815,1176.7253,31.7643,19.9228,2.6109,245.2739,11.7539,0,12.5298,8.7569,0.9446,186.523,7.2973,28.9191,2.1644,,0,4.27199956,13123.98572,6835.1008,0,3.616334041,0,7.449258945,252.0313996,69.3281223,0,2.1379,291477.3263,1803.68617,,,9243.128519,1899.456244,0,77.17790055,177.8912391,21.61200785,55.29365331,12.11292901,12421.94762,808.0308689,0,0,0,3.4953,9990.744877,1405.698551,3675.25281,3143.287534,212.5516938,81.29169156,8.0338,1.287,0,3.018213198,138.9268764,20.55784983,4481.2939,381.6431316,2.942483682,7.747729894,0,2.4269,71.18125879,6.185076449,27574.74166,486.4609311,0,12.31896355,115583.0448,12854.83348,13.6525,10.31589369,1253.348125,7.173042116,7.666672821,3.453594675,1628.288692,197.6466576,19.9228,3.443266508,246.4518904,28.54994265,24.57547341,4.022912268,203.5194648,16.44765753,32.75072732,22.75942798
166.8,66.8,EA2110_66.8_B,4.0851,1.7372,18211.2617,356.4877,2.9078,1.5019,0,5.9414,290.0862,34.5445,607571.125,1599.9449,0,2.1455,237093.9688,397.282,8.8711,2.6843,9545.2021,45.6222,0,46.7865,142.3201,7.7191,38.2466,5.4551,10476.043,103.3739,0,0,0,3.5607,9548.6201,126.0842,3466.5676,1117.2073,48.7786,24.3262,8.0432,1.2954,0,1.4532,149.6571,9.6732,4598.4038,136.8756,7.5533,1.6231,0,2.266,37.4651,1.8334,0,0,24264.3633,81.2833,0,7.2423,7.9508,1.24,71630.3672,219.2173,13.5182,4.1115,1152.9368,3.4139,0,0,4.1021,1.294,1187.4,31.788,18.3944,2.6206,243.2595,11.7599,0,12.4912,9.6783,0.9622,189.3516,7.3795,29.4313,2.1932,,0,4.18669956,13522.86057,6838.4877,0,3.664334041,0,7.246358945,241.5526567,67.9704223,0,2.1455,299036.5079,1805.40577,,,8827.68779,1898.771544,0,77.57590055,155.364119,21.50430785,49.80068353,12.02732901,12224.71167,807.8412689,0,0,0,3.5607,9872.615145,1404.612251,2443.195526,3132.486434,253.6885549,58.35299156,8.0432,1.2954,0,3.024613198,141.3800773,20.73394983,4598.4038,383.1220316,5.408348609,7.820229894,0,2.266,71.49684618,6.196476449,28317.2727,487.7160311,0,11.78116355,114650.8423,12854.24518,13.5182,10.15969369,1270.371815,7.219642116,7.766194471,3.466094675,1639.377191,197.6703576,18.3944,3.452966508,244.3224886,28.55594265,25.18477034,4.040512268,206.4810325,16.52985753,33.27477904,22.78822798
167.1,67.1,EA2110_67.1_A,3.1372,1.6753,16369.3242,339.7909,3.3219,1.378,0,6.0501,2443.3022,45.4938,600464.8125,1570.2356,0,2.0898,212195.4219,377.1364,7.0105,2.5722,12206.3271,50.9687,0,42.3461,156.0784,7.7818,46.5541,5.3433,9587.1445,94.3132,0,0,0,3.0023,8897.8867,120.3593,3899.6562,1122.2913,0,33.6053,8.9448,1.2234,0,1.3582,152.0704,9.1191,5604.8936,149.4877,4.8182,1.4758,0,2.1998,35.2801,1.697,0,0,29295.0254,89.2238,0,9.7129,10.7375,1.2299,95991.875,247.1083,11.0072,4.066,1092.2671,3.1543,0,0,3.0376,1.2192,1023.9153,36.474,17.2054,2.4267,246.2284,11.8973,0,0,11.3781,0.9158,184.6996,6.9057,26.7247,2.0248,,0,4.12479956,11470.08096,6821.7909,0,3.540434041,0,7.355058945,2419.553228,78.9197223,0,2.0898,267660.7081,1785.26017,,,11280.43981,1904.118044,0,73.13550055,178.4233772,21.56700785,58.04361099,11.91552901,11415.1989,798.7805689,0,0,0,3.0023,9264.630036,1398.887351,2935.579001,3137.570434,212.5516938,67.63209156,8.9448,1.2234,0,2.929613198,143.4517092,20.17984983,5604.8936,395.7341316,2.495258093,7.672929894,0,2.1998,70.22271749,6.060076449,34400.34549,495.6565311,0,14.25176355,135386.4454,12882.13618,11.0072,10.11419369,1203.555782,6.960042116,6.979115743,3.391294675,1469.555108,202.3563576,17.2054,3.259066508,247.4608827,28.69334265,26.30880217,3.994112268,201.6103499,16.05605753,30.5055514,22.61982798
167.1,67.1,EA2110_67.1_B,2.9368,1.6874,16636.9316,343.675,2.5242,1.3677,0,5.8085,2300.8057,45.192,599077.75,1586.5568,0,2.1119,213092.4844,371.7899,9.3994,2.6228,12620.876,51.8488,0,43.046,148.3691,7.6332,46.7522,5.3527,9698.041,95.3566,0,0,0,2.9261,8984.8428,118.7452,4340.9863,1136.2125,22.9084,22.3268,7.9099,1.2185,0,1.3668,131.3431,8.8228,6023.8184,155.3287,5.3147,1.4859,0,2.2171,34.996,1.6848,0,0,28959.293,88.9128,8.4095,4.7842,9.6414,1.194,95209.5234,246.8035,7.3069,4.0778,1088.3856,3.1669,0,0,3.0175,1.2303,1060.7256,37.7612,14.5265,2.4004,238.687,11.866,0,0,12.5307,0.929,173.1217,6.7954,25.9248,2.0298,,0,4.13689956,11768.32073,6825.675,0,3.530134041,0,7.113458945,2275.416523,78.6179223,0,2.1119,268791.1377,1779.91367,,,11662.52846,1904.998144,0,73.83540055,165.5023957,21.41840785,58.2401712,11.92492901,11516.19146,799.8239689,0,0,0,2.9261,9345.873774,1397.273251,3437.332333,3151.491634,231.8712247,56.35359156,7.9099,1.2185,0,2.938213198,125.6589209,19.88354983,6023.8184,401.5751316,3.024068535,7.683029894,0,2.2171,70.0570516,6.047876449,33994.37812,495.3455311,8.4095,9.32306355,134720.5371,12881.83138,7.3069,10.12599369,1199.281055,6.972642116,6.96425404,3.402394675,1507.792336,203.6435576,14.5265,3.232766508,239.4889452,28.66204265,27.07098542,4.007312268,189.4881924,15.94575753,29.68714263,22.62482798
167.4,67.4,EA2110_67.4_A,2.2651,1.6599,9468.2441,287.1986,3.7149,1.2753,0,5.9705,245.2277,33.3176,599334.6875,1535.9747,0,2.0629,246713.5938,392.7167,6.3284,2.585,14181.1748,54.8536,0,32.6885,97.1299,6.9709,28.0139,5.0261,5170.3115,72.9692,0,0,0,2.9965,6102.5923,104.3389,2559.8726,1106.1575,0,41.5024,3.3195,1.2087,0,1.3643,129.701,8.7741,3854.469,128.1932,0,2.0225,0,2.201,25.524,1.6336,0,0,17280.7285,70.1059,0,7.0498,7.2494,1.1587,92611.8438,246.6501,11.0314,3.9813,1228.6083,3.4095,0,0,2.6662,1.2028,579.5698,25.6452,14.5294,2.5234,187.044,9.9191,0,0,6.9984,0.8772,127.6806,6.2912,15.8664,2.118,,0,4.10939956,3779.050994,6769.1986,0,3.437734041,0,7.275458945,196.1778134,66.7435223,0,2.0629,311158.6382,1800.84047,,,13100.65182,1908.002944,0,63.47790055,79.6242027,20.75610785,39.64752026,11.59832901,7392.824336,777.4365689,0,0,0,2.9965,6652.965457,1382.866951,1412.363417,3121.436634,212.5516938,75.52919156,3.3195,1.2087,0,2.935713198,124.2493047,19.83484983,3854.469,374.4396316,-2.636493114,8.219629894,0,2.201,64.53368914,5.996676449,19872.66681,476.5386311,0,11.58866355,132509.4895,12881.67798,11.0314,10.02949369,1353.709452,7.215242116,6.704506969,3.374894675,1007.98483,191.5275576,14.5294,3.355766508,184.897653,26.71514265,23.41262485,3.955512268,141.9109831,15.44155753,19.39600272,22.71302798
167.4,67.4,EA2110_67.4_B,4.0233,1.7084,10064.8213,294.7466,2.7836,1.2573,0,5.7309,230.7292,33.6056,592944.4375,1568.2971,0,2.0304,248462.9375,387.0505,6.486,2.6156,13986.4795,54.3737,0,32.5244,103.0488,6.9384,27.6832,4.9691,5166.2344,72.3897,0,0,0,3.3472,6120.5537,102.48,4045.8599,1143.4664,0,32.1292,3.0014,1.1957,0,1.364,129.1904,8.7247,4018.842,130.9702,0,2.0622,0,2.2132,25.2268,1.6087,0,0,17524.4824,70.4927,0,7.3337,7.9267,1.1826,94975.9688,248.3646,6.6365,4.0039,1216.017,3.3684,0,0,3.5028,1.2034,595.3703,25.791,13.5603,2.4879,181.4556,9.7256,0,11.2478,6.3492,0.8637,109.4021,5.9924,16.9207,2.0981,,0,4.15789956,4443.916937,6776.7466,0,3.419734041,0,7.035858945,181.5124285,67.0315223,0,2.0304,313363.0663,1795.17427,,,12921.20167,1907.523044,0,63.31380055,89.54442855,20.72360785,39.31939072,11.54132901,7389.111354,776.8570689,0,0,0,3.3472,6669.746928,1381.008051,3101.79969,3158.745534,212.5516938,66.15599156,3.0014,1.1957,0,2.935413198,123.8109939,19.78544983,4018.842,377.2166316,-2.636493114,8.259329894,0,2.2132,64.36038431,5.971776449,20167.41384,476.9254311,0,11.87256355,134521.7441,12883.39248,6.6365,10.05209369,1339.842551,7.174142116,7.323079129,3.375494675,1024.397826,191.6733576,13.5603,3.320266508,178.990212,26.52164265,22.98332643,3.942012268,122.7732417,15.14275753,20.47469802,22.69312798
167.7,67.7,EA2110_67.7_A,2.8285,1.759,10804.0645,303.7119,4.3342,1.3398,0,6.2172,270.8216,35.2654,601326.0625,1585.7888,0,2.2771,257354.4844,401.0978,6.5582,2.7259,10770.0635,48.3467,0,35.4899,101.3511,7.2032,36.6594,5.2662,6098.5835,79.5384,0,0,0,3.0306,6612.0088,108.1735,3407.7842,1148.8737,0,32.8954,2.5082,1.225,0,1.3828,105.977,8.4236,8871.542,184.4768,0,2.0849,0,2.3205,25.4363,1.6665,0,0,18507.7754,72.8473,0,7.385,6.7672,1.1715,73421.8281,223.1948,12.3319,4.2049,1264.5424,3.501,0,0,0,2.3696,598.8787,27.9629,15.1633,2.5864,203.8678,10.5092,0,0,11.1644,0.9277,137.1108,6.5172,19.4701,2.183,,0,4.20849956,5267.779509,6785.7119,0,3.502234041,0,7.522158945,222.0663117,68.6913223,0,2.2771,324567.712,1809.22157,,,9956.63937,1901.496044,0,66.27930055,86.69904049,20.98840785,48.22582051,11.83842901,8238.194239,784.0057689,0,0,0,3.0306,7128.917124,1386.701551,2376.363993,3164.152834,212.5516938,66.92219156,2.5082,1.225,0,2.954213198,103.8840805,19.48434983,8871.542,430.7232316,-2.636493114,8.282029894,0,2.3205,64.48254905,6.029576449,21356.41099,479.2800311,0,11.92386355,116175.6668,12858.22268,12.3319,10.25309369,1393.283967,7.306742116,4.733150177,4.541694675,1028.042227,193.8452576,15.1633,3.418766508,202.6819216,27.30524265,26.16748813,4.006012268,151.7844808,15.66755753,23.08308823,22.77802798
167.7,67.7,EA2110_67.7_B,2.9382,1.7915,10748.8135,307.806,0,3.3079,0,5.9469,283.4907,35.9688,595498.75,1604.6553,0,2.1627,262635.6562,412.2709,0,6.2176,10140.9004,47.5568,0,35.9206,105.0591,7.478,29.6329,5.1417,6074.9233,79.6265,0,0,0,3.1487,6599.019,110.7956,2897.9973,1159.1168,0,46.6407,3.0091,1.2375,0,1.4102,120.4684,8.786,9754.1133,194.7859,6.6857,1.5492,0,2.3017,24.836,1.6844,0,0,18716.2441,74.0296,0,7.5309,6.8257,1.1578,74026.6094,226.0232,15.9768,4.3012,1283.7316,3.5375,0,0,0,2.2899,635.4768,28.777,17.6738,2.6401,202.2774,10.8247,0,0,13.0172,0.951,136.1152,6.5248,19.537,2.2034,,0,4.24099956,5206.204062,6789.806,0,5.470334041,0,7.251858945,234.8812393,69.3947223,0,2.1627,331222.7585,1820.39467,,,9376.74137,1900.706144,0,66.71000055,92.91374211,21.26320785,41.25393609,11.71392901,8216.647084,784.0938689,0,0,0,3.1487,7116.780656,1389.323651,1796.781328,3174.395934,212.5516938,80.66749156,3.0091,1.2375,0,2.981613198,116.3238297,19.84674983,9754.1133,441.0323316,4.484288307,7.746329894,0,2.3017,64.13249896,6.047476449,21608.49118,480.4623311,0,12.06976355,116690.434,12861.05108,15.9768,10.34939369,1414.417189,7.343242116,4.733150177,4.461994675,1066.05903,194.6593576,17.6738,3.472466508,201.0007258,27.62074265,27.39269473,4.029312268,150.7420793,15.67515753,23.15153622,22.79842798
168,68,EA2110_68.0_A,2.6267,1.6622,10999.2578,309.3495,4.0223,1.2367,0,5.635,297.2242,33.5944,608903.0625,1765.6791,0,2.0602,235892.1875,389.455,0,3.7719,18728.2598,61.361,0,32.116,89.1127,6.8128,19.0213,4.6376,5041.0591,71.5609,0,0,0,3.0615,6320.9331,104.1211,18838.5781,1407.403,0,44.7474,0,1.7103,0,1.3406,53.1029,7.048,7388.5269,167.0368,0,1.9048,0,2.1609,23.2575,1.5079,0,0,18589.25,71.7632,0,7.0537,5.1397,1.0712,66928.3047,211.5747,15.542,4.0057,936.6655,2.9597,0,0,2.9976,1.1881,582.2044,25.7963,11.4377,2.2666,219.4665,10.2219,0,0,8.6705,0.8644,86.6297,5.5875,13.4671,1.8713,,0,4.11169956,5485.316112,6791.3495,0,3.399134041,0,6.939958945,248.7728186,67.0203223,0,2.0602,297522.0882,1797.57877,,,17291.68829,1914.510344,0,62.90540055,66.18717307,20.59800785,30.72481794,11.20982901,7275.115207,776.0282689,0,0,0,3.0615,6856.962909,1382.649151,19919.81335,3422.682134,212.5516938,78.77419156,0,1.7103,0,2.912013198,58.49574382,18.10874983,7388.5269,413.2832316,-2.636493114,8.101929894,0,2.1609,63.21203573,5.870976449,21454.93001,478.1959311,0,11.59256355,110648.6228,12846.60258,15.542,10.05389369,1032.190478,6.765442116,6.949540215,3.360194675,1010.721558,191.6786576,11.4377,3.098966508,219.1711493,27.01794265,24.51833942,3.942712268,98.93034962,14.73785753,16.94118565,22.46632798
