Reading No,Reading Type,Duration,Main,Low,High,Light,Time,User,Sigma Value,Units,Heat,Lot,Note,Sample Depth,Mode,Ag,Ag 2-Sigma,Al,Al 2-Sigma,As,As 2-Sigma,Au,Au 2-Sigma,Ba,Ba 2-Sigma,Bal,Bal 2-Sigma,Bi,Bi 2-Sigma,Ca,Ca 2-Sigma,Cd,Cd 2-Sigma,Cl,Cl 2-Sigma,Co,Co 2-Sigma,Cr,Cr 2-Sigma,Cu,Cu 2-Sigma,Fe,Fe 2-Sigma,Hf,Hf 2-Sigma,Hg,Hg 2-Sigma,K,K 2-Sigma,Mg,Mg 2-Sigma,Mn,Mn 2-Sigma,Mo,Mo 2-Sigma,Nb,Nb 2-Sigma,Ni,Ni 2-Sigma,P,P 2-Sigma,Pb,Pb 2-Sigma,Pd,Pd 2-Sigma,Rb,Rb 2-Sigma,Re,Re 2-Sigma,S,S 2-Sigma,Sb,Sb 2-Sigma,Se,Se 2-Sigma,Si,Si 2-Sigma,Sn,Sn 2-Sigma,Sr,Sr 2-Sigma,Ta,Ta 2-Sigma,Th,Th 2-Sigma,Ti,Ti 2-Sigma,U,U 2-Sigma,V,V 2-Sigma,W,W 2-Sigma,Y,Y 2-Sigma,Zn,Zn 2-Sigma,Zr,Zr 2-Sigma
439,ucsb mining,211.42,0,29.45,29.48,28.53,"Wed Jan 11, 2023 - 17:12:12",User,2,ppm,,,,SdAR_M2,Mining,8.2517,1.5293,79479.8828,548.9092,35.2737,6.3234,0,5.9651,780.9658,35.9128,525878.5,3048.9014,0,3.0982,4397.3901,97.8844,0,3.324,0,24.8616,0,46.9889,89.7204,5.6988,231.9751,7.3393,14480.5215,101.4437,0,0,0,3.9717,43483.5703,228.2897,5960.9736,845.1969,880.184,40.4852,12.1154,1.0879,24.7449,0.929,54.3222,6.3305,524.9525,64.1199,840.9457,6.9578,0,1.8515,159.0284,2.0415,0,0,1718.9795,27.5174,80.9192,4.6023,0,1.6118,318255.5625,379.4431,13.7863,3.5297,136.7665,1.1406,0,0,8.2044,1.9971,1400.6199,32.3381,2.5868,1.6815,46.476,8.0255,17.0528,8.5115,30.5149,1.3411,735.7822,10.7503,229.4166,1.9854
442,ucsb mining,210.89,0,28.99,29.39,29.84,"Wed Jan 11, 2023 - 17:24:13",User,2,ppm,,,,SdAR_M2,Mining,8.389,1.4875,81249.6953,556.0325,30.6068,6.5813,0,6.2686,774.7701,34.8449,521359.375,3214.5811,0,3.2114,4513.4956,97.6819,0,3.215,0,24.7927,0,49.3372,89.5864,5.6566,233.5414,7.7219,14535.1758,106.5941,0,0,0,4.8697,43474.1016,227.2701,6616.0781,858.1864,860.2432,42.0117,12.3587,1.1416,24.7897,0.9753,56.2985,6.6757,539.4263,64.3534,833.0909,7.2679,0,1.7917,157.248,2.1299,0,0,1684.0856,27.3597,75.0437,4.4387,0,1.6741,320271.0625,381.6786,15.6622,3.4341,139.4006,1.2074,0,0,9.8704,2.0954,1408.8588,32.09,2.1129,1.7552,36.3343,7.8599,15.0129,8.8337,31.7797,1.4101,713.2246,11.124,229.2562,2.0847
445,ucsb mining,211.5,0,29.42,29.56,29.01,"Wed Jan 11, 2023 - 17:36:12",User,2,ppm,,,,SdAR_M2,Mining,9.392,1.6023,79589.6172,549.009,36.236,6.5672,0,6.0738,789.4219,37.2958,524566.3125,3172.0928,0,3.2271,4329.7778,97.6189,0,3.4439,0,25.0469,0,48.6144,91.3953,5.7218,228.0431,7.5574,14515.6182,105.1896,0,0,0,6.0643,43746.7188,228.7,6390.7178,850.7202,864.79,41.5817,11.1738,1.1278,24.7948,0.9687,56.0641,6.5762,569.5363,64.902,843.0487,7.2205,0,1.8896,158.9472,2.1264,0,0,1699.2075,27.4203,79.2888,4.7613,0,1.6626,318789.4375,379.8901,15.123,3.6644,137.6729,1.1859,0,0,10.1175,2.0933,1393.8496,32.6592,5.561,1.8243,42.6053,8.0213,17.3722,8.8098,30.4019,1.3907,727.1335,11.0827,230.6286,2.0641
448,ucsb mining,211.7,0,29.74,29.51,29.96,"Wed Jan 11, 2023 - 17:48:12",User,2,ppm,,,,SdAR_M2,Mining,9.5352,1.5258,84419.0781,571.1497,32.6017,6.3236,0,6.0535,779.3772,35.4036,511813.4375,3195.949,0,3.5488,4302.2432,96.0431,0,3.2601,0,25.2611,0,72.8425,99.0167,5.649,234.7093,7.4465,14353.2266,102.2706,0,0,0,4.3882,42759.2031,223.3289,7950.9414,887.1166,856.1143,40.4433,12.2378,1.1018,24.5829,0.9418,51.7668,6.3975,606.3522,65.5691,825.519,6.9705,0,1.8536,154.0398,2.0407,0,0,1710.3507,27.8173,80.3135,4.5333,0,1.6191,326270.7188,385.4759,13.8017,3.4753,135.7708,1.1487,0,0,8.1193,2.0164,1456.6605,31.6827,4.4504,1.7383,41.4422,7.8423,11.7367,8.4358,33.5892,1.3622,717.8449,10.7446,231.2376,2.0123
380,ucsb mining,211.4,0,29.07,29.35,29.24,"Fri Dec 9, 2022 - 16:51:07",User,2,ppm,,,,SdAR_M2,Mining,16.4933,1.641,78246.9922,547.689,33.484,6.3023,0,6.0272,780.1022,35.84,527170.5625,3077.1294,0,3.3617,4495.3711,97.7523,0,3.3027,0,25.1003,0,47.3543,86.2315,5.6171,227.4924,7.3583,14437.3711,102.3056,0,0,0,3.6268,43022.4961,226.6988,6959.6494,864.595,862.952,40.4736,12.6113,1.1101,24.9062,0.944,55.1268,6.4052,511.1542,63.2485,819.1111,6.9419,0,1.8581,156.8573,2.0484,0,0,1664.3434,27.3144,77.1733,4.5711,0,1.867,317724.7188,379.1627,16.1647,3.5362,136.3478,1.1502,0,0,9.2413,2.0208,1380.71,31.8553,2.4738,1.692,39.4294,7.8493,21.7559,8.6754,35.2266,1.3726,730.1884,10.8221,243.2771,2.0539
383,ucsb mining,211.27,0,29.94,28.79,29.33,"Fri Dec 9, 2022 - 17:03:11",User,2,ppm,,,,SdAR_M2,Mining,12.7687,1.5567,81654.5938,554.9837,37.3294,6.1788,0,5.8753,781.1589,35.1122,523040.25,3038.0515,0,3.1753,4277.0161,96.3136,0,3.2034,0,25.1217,0,46.0876,84.575,5.5821,234.9785,7.293,14293.1953,99.8949,0,0,0,4.7556,42630.9141,224.9942,6550.6396,853.6733,850.5516,39.4905,11.8694,1.0836,23.5598,0.916,49.0853,6.1067,527.2596,63.6499,814.5063,6.7834,0,1.8495,152.8954,1.9874,0,0,1652.1696,27.3823,80.9767,4.4957,0,1.6407,319633.4688,379.2024,18.6418,3.4712,135.2594,1.1226,0,0,11.4243,1.9921,1367.4052,31.7073,3.5254,1.6793,40.6181,7.819,17.6617,8.4008,34.8706,1.337,733.2208,10.62,243.6312,2.0136
386,ucsb mining,210.47,0,29.82,29.41,28.66,"Fri Dec 9, 2022 - 17:15:32",User,2,ppm,,,,SdAR_M2,Mining,15.4188,1.6365,79325.6484,552.2343,32.2186,6.2993,0,6.112,742.6226,35.8057,525358.9375,3098.2861,0,4.0116,4204.0942,96.0058,0,3.2857,0,25.5381,0,47.3589,90.66,5.5847,221.5202,7.3284,14396.2705,102.8442,0,0,0,3.5822,42434.4414,223.3218,6537.7275,859.9464,796.2971,39.5322,10.3994,1.1044,23.7062,0.9433,56.884,6.4292,539.8911,64.4575,808.4852,6.9428,0,1.858,152.5131,2.0479,0,0,1627.4396,27.4716,74.9133,4.5875,0,1.8123,319965.8125,380.9452,11.7991,3.5374,134.393,1.1496,0,0,9.2182,2.0308,1357.5571,30.9457,5.9182,1.7771,50.0116,7.792,21.5229,8.7097,32.524,1.3588,723.2638,10.8445,237.8499,2.0465
389,ucsb mining,210.42,0,29.8,29,29.34,"Fri Dec 9, 2022 - 17:27:37",User,2,ppm,,,,SdAR_M2,Mining,12.547,1.5663,80875.9531,560.3181,31.2974,6.429,0,6.251,791.5861,35.4513,522315.5938,3181.0129,0,5.327,4186.7578,98.0803,0,3.2794,0,25.9617,0,47.9694,90.8295,5.6876,234.8605,7.6129,14461.6865,104.5566,0,0,0,3.7357,41984.0781,225.6834,6861.7158,868.3157,840.8209,41.0036,11.7336,1.1373,25.6795,0.9715,57.4399,6.5046,631.3906,66.3727,820.295,7.0925,0,1.8616,152.7026,2.0779,0,0,1697.6813,27.9683,81.2317,4.533,0,1.6457,321240.125,383.9163,15.6724,3.482,136.1093,1.1739,0,0,9.0274,2.0848,1360.8523,32.1148,5.1223,1.7923,36.2993,7.8472,25.5239,8.9177,33.4256,1.3881,720.3618,10.9893,251.5719,2.1274
417,ucsb mining,210.46,0,29.18,29.38,29.6,"Fri Dec 9, 2022 - 19:21:02",User,2,ppm,,,,SdAR_M2,Mining,15.511,1.5855,83045.4766,571.3887,30.1547,6.3845,0,6.3777,786.3599,34.9716,514337.9062,3235.9927,2.8348,2.1779,4108.9683,98.4633,0,3.1773,0,26.9074,0,47.5832,113.0591,5.8733,226.516,7.4443,14175.3877,102.9909,0,0,0,3.6762,42056.8164,225.6351,8107.1479,894.4662,877.8166,41.3918,11.5992,1.1142,23.1357,0.9419,52.2281,6.4103,704.4094,67.1334,822.6851,7.0506,0,1.7635,153.7712,2.0664,0,0,1738.8156,28.3816,77.9458,4.4565,0,1.7188,326058.25,386.5433,13.7221,3.434,135.638,1.1629,0,0,9.712,2.1896,1241.8458,31.8639,4.4923,1.7577,40.4383,7.7864,32.1954,8.9839,31.1238,1.3656,730.2688,10.9734,233.7847,2.0504
249,ucsb mining,211.1,0,28.87,29.85,29.35,"Tue Dec 6, 2022 - 18:23:38",User,2,ppm,,,,SdAR_M2,Mining,9.8942,1.5232,79780.3672,549.1268,32.6635,6.471,0,6.0723,778.6663,35.2244,526348.25,3107.4575,0,3.1816,4027.158,94.3981,0,3.2252,0,24.781,0,47.7334,104.3785,5.6965,232.741,7.5658,14147.2256,103.4216,0,0,0,3.7159,42599.8164,222.5953,4784.397,823.7299,861.1832,41.3418,11.8951,1.139,24.1389,0.9575,52.1318,6.4339,507.8146,62.6412,834.4845,7.1326,0,1.818,154.3045,2.0821,0,0,1566.3848,27.1282,76.9495,4.4922,0,1.6404,320415.5312,381.0486,13.5858,3.461,135.2304,1.1676,0,0,7.999,2.0477,1407.8021,32.2084,5.3666,1.7892,33.5003,7.7943,35.9385,9.0767,31.9237,1.3821,722.2653,10.9765,256.0013,2.1361
252,ucsb mining,211.46,0,28.84,29.48,29.36,"Tue Dec 6, 2022 - 18:35:52",User,2,ppm,,,,SdAR_M2,Mining,14.5302,1.5727,82596.5781,558.7853,33.2306,6.3698,0,6.0456,780.515,34.9333,513043.0625,3191.8818,0,3.1212,4218.7705,95.8466,0,3.2127,0,24.6271,0,47.133,88.2028,5.6077,231.1105,7.4777,14134.3496,102.5144,0,0,0,3.6402,43444.332,225.3785,6919.3472,862.0432,866.6725,40.9872,11.7757,1.1282,22.5547,0.9335,56.1244,6.4248,531.6611,64.0796,820.7361,7.0176,0,1.7992,154.651,2.0584,0,0,1672.139,27.4431,79.3685,4.4674,0,1.6754,327718.625,381.6688,10.4086,3.42,136.9856,1.1642,0,0,10.7098,2.0377,1308.8347,31.9932,3.2757,1.7228,37.313,7.7718,28.1941,8.8812,31.6529,1.365,731.1413,10.938,263.1477,2.1441
255,ucsb mining,210.8,0,29.08,29.95,29.48,"Tue Dec 6, 2022 - 18:48:07",User,2,ppm,,,,SdAR_M2,Mining,11.9803,1.5528,84350.1797,566.701,30.4441,6.3811,0,6.2245,769.5831,35.1819,509315.25,3222.4912,0,4.2872,4103.8599,97.8146,0,3.2418,0,24.8839,0,47.4117,91.033,5.737,226.2872,7.42,14195.1934,102.7633,0,0,0,3.7465,43464.6094,230.6623,6735.1758,861.5659,836.0413,40.4518,11.5576,1.1286,22.7073,0.9377,53.0967,6.3987,594.0632,65.9097,826.8846,7.0472,0,1.8204,151.7343,2.0505,0,0,1678.535,27.6376,78.3429,4.5043,0,1.6816,329851.1875,385.2156,12.938,3.4633,134.6189,1.1558,0,0,8.8349,2.053,1365.324,32.6032,5.2781,1.7715,33.4476,7.9156,38.0993,9.0175,31.3882,1.3628,711.9824,10.8184,260.314,2.1342
258,ucsb mining,210.04,0,29.32,29.4,29.85,"Tue Dec 6, 2022 - 19:00:03",User,2,ppm,,,,SdAR_M2,Mining,13.6676,1.5413,84875.2578,570.6703,24.7477,6.5137,0,6.131,774.983,34.4469,510928.7188,3296.158,0,3.2176,3979.7109,98.4387,0,3.1869,0,25.1334,0,48.301,81.0866,5.7146,231.8068,7.6876,13959.3066,104.8018,0,0,0,5.7085,42804.0273,231.8163,7249.6191,872.855,846.9218,41.7674,11.3956,1.153,22.4413,0.9585,53.4904,6.5578,631.9799,65.2378,825.2217,7.2287,0,1.7611,153.4591,2.1112,0,0,1664.7795,27.795,76.4641,4.395,0,1.735,328191.5,387.5226,8.8236,3.3664,136.9376,1.196,0,0,8.6365,2.0809,1365.6475,33.1004,4.2229,1.8,40.3446,8.1026,21.5638,8.9646,31.1942,1.399,725.5821,11.1979,256.4806,2.178
212,ucsb mining,210.27,0,29.29,29.56,28.87,"Tue Nov 29, 2022 - 16:50:52",User,2,ppm,,,,SdAR_M2,Mining,11.8641,1.5634,78887.5234,551.2644,32.2839,6.3697,0,6.2532,764.0869,35.4235,529685.1875,3077.6587,0,3.9166,3889.5615,94.0248,0,3.2472,0,25.2435,0,47.8948,82.7968,5.4727,234.867,7.5226,14422.9971,103.2869,0,0,0,3.7097,42229.8984,221.1032,5774.5391,847.4626,845.2125,40.5624,11.5061,1.1219,24.8522,0.9551,47.2789,6.313,499.071,63.5109,822.0371,7.0227,0,1.8453,151.5708,2.0482,0,0,1576.011,27.3232,75.3816,4.5214,0,1.7085,317347.1562,381.374,14.4826,3.4948,133.9285,1.152,0,0,10.9567,2.0632,1338.3477,31.1299,5.3494,1.773,40.9708,7.6706,31.1671,8.9139,32.8675,1.3687,727.8694,10.9177,248.3932,2.0919
215,ucsb mining,211.32,0,29.24,29.63,28.92,"Tue Nov 29, 2022 - 17:02:57",User,2,ppm,,,,SdAR_M2,Mining,15.8791,1.6128,81942.6641,559.3982,30.4136,6.2547,0,6.0179,787.3314,35.4675,517651.2188,3124.3196,0,3.0265,4170.688,96.1391,0,3.2615,0,25.3531,0,46.8494,83.4503,5.614,225.2008,7.2851,14223.0596,101.202,0,0,0,4.7282,43381.3984,227.4177,6795.5894,861.6416,851.1539,40.1033,11.9905,1.0938,23.094,0.9249,51.2362,6.2835,529.4584,63.3828,819.6448,6.9085,0,1.7944,154.6617,2.0274,0,0,1623.9053,27.2724,79.467,4.5301,0,1.7694,323921.25,381.4954,10.1572,3.4674,136.5734,1.145,0,0,11.3052,1.9966,1431.6997,32.3049,3.2853,1.7023,38.8686,7.9371,23.8873,8.5853,33.3945,1.3524,705.3605,10.5993,232.7148,2.0068
218,ucsb mining,210.49,0,29.95,29.08,29.7,"Tue Nov 29, 2022 - 17:15:08",User,2,ppm,,,,SdAR_M2,Mining,14.3697,1.5767,82791.2031,564.0698,34.0339,6.262,5.2323,4.2619,776.7469,35.0339,515672.1875,3121.2734,0,3.0755,4090.7742,98.7901,0,3.2161,0,25.693,0,46.5296,83.6495,5.7764,229.4478,7.3138,14251.6299,100.9389,0,0,0,3.5834,43150.625,233.249,6529.5527,861.0495,860.6967,40.0686,11.5475,1.089,23.1592,0.9226,53.1491,6.2613,543.7146,63.7196,822.7843,6.894,0,1.7998,153.8361,2.0205,0,0,1614.4878,27.4609,80.9435,4.4914,0,1.7434,325598.0625,384.9891,12.3818,3.4394,134.8654,1.1342,0,0,9.2479,1.9909,1385.04,33.0609,3.9852,1.7121,48.8638,8.229,20.586,8.5751,33.2519,1.3468,725.3798,10.6967,234.5475,2.0045
221,ucsb mining,211.54,0,29.51,28.99,29.5,"Tue Nov 29, 2022 - 17:27:12",User,2,ppm,,,,SdAR_M2,Mining,15.1017,1.6386,83471.6484,563.2692,31.1209,6.3101,0,6.2382,786.7458,36.2548,514111.625,3178.9985,0,4.1941,3884.4082,96.5876,0,3.3371,0,25.8781,0,46.8439,80.0819,5.6309,226.8185,7.3568,14239.4951,101.8881,0,0,0,3.667,43048.0352,229.0955,7095.7222,864.1318,851.7159,40.2926,11.5125,1.0968,23.311,0.9344,54.7578,6.3378,552.2361,64.1866,822.8765,6.9634,0,1.8706,153.441,2.0412,0,0,1606.3829,27.1217,74.8194,4.6051,0,1.6854,326236.5625,382.4256,10.8509,3.5462,136.1024,1.1504,0,0,8.3527,2.0258,1421.8634,32.8436,5.2303,1.7573,36.1506,8.0037,29.3229,8.7829,33.0278,1.3586,713.892,10.7273,226.7761,1.9976
224,ucsb mining,210.3,0,28.95,29.62,29.67,"Tue Nov 29, 2022 - 17:39:18",User,2,ppm,,,,SdAR_M2,Mining,14.1541,1.5912,83800.7656,564.4687,32.0955,6.5257,0,6.2861,785.6178,35.477,513223,3273.3423,2.9257,2.2268,3833.2766,95.0122,0,3.2519,0,25.3909,0,48.4923,81.2105,5.5374,229.0606,7.6504,14152.917,105.267,0,0,0,3.8153,42500.0586,223.5382,6596.9146,856.8805,844.2999,41.7152,11.7752,1.1368,22.6319,0.9598,54.5247,6.5782,573.336,64.815,818.3507,7.1923,0,1.8494,151.5271,2.1021,0,0,1664.187,27.6154,74.7798,4.506,0,1.7321,328029.1875,384.1287,13.2793,3.48,134.8873,1.1864,0,0,7.4068,2.2163,1273.7531,31.7803,5.2826,1.8143,44.9718,7.8026,36.3673,9.2685,30.5524,1.3893,730.5896,11.2275,226.3322,2.0677
241,ucsb mining,210.39,0,29.67,28.92,29.33,"Tue Nov 29, 2022 - 18:47:55",User,2,ppm,,,,SdAR_M2,Mining,13.2262,1.5754,83384.9844,565.5239,29.4455,6.2203,0,6.0071,768.0807,35.2937,511014.625,3171.6848,0,5.1474,3776.7937,97.7474,0,3.2258,0,25.2715,0,46.463,117.0032,5.991,232.3038,7.3506,14188.9785,100.6845,0,0,0,3.7553,42346.8125,229.7179,7372.541,872.3329,830.3604,39.5588,11.0394,1.0884,23.4238,0.9241,52.2545,6.2582,672.2979,65.2213,818.3649,6.8741,0,1.8268,152.8629,2.0187,0,0,1597.3413,27.4368,79.5858,4.5243,0,1.6473,330034.0312,384.9556,11.9162,3.4683,134.8322,1.1335,0,0,10.0166,2.0274,1225.7772,32.3022,5.9854,1.7548,39.2571,7.8755,46.2402,9.0596,30.69,1.3302,743.5884,10.8152,235.3219,2.0071
157,ucsb mining,210.53,0,29.8,29.6,28.84,"Fri Nov 25, 2022 - 15:41:48",User,2,ppm,,,,SdAR_M2,Mining,11.6475,1.5602,80067.6328,547.8975,34.1005,6.3731,0,5.9033,771.8196,35.4625,524389.125,3084.906,0,3.1021,4242.8311,95.8122,0,3.3165,0,24.8722,0,47.153,89.3592,5.5692,219.7077,7.3137,14057.3994,102.064,0,0,0,6.254,43297.7734,224.8215,4995.5874,825.5385,841.0883,40.4621,11.2116,1.1231,24.562,0.9426,55.4781,6.4414,525.8547,64.6481,824.2507,7.0155,0,1.8095,153.9966,2.0494,0,0,1589.1829,27.0984,76.5164,4.5301,0,1.6314,321061.9062,380.2253,10.6744,3.4768,136.1498,1.1586,0,0,10.1626,2.0254,1418.1735,31.2362,3.0386,1.7217,41.221,7.7623,22.9225,8.7434,28.2042,1.3432,725.2925,10.8732,263.1224,2.1383
160,ucsb mining,211.6,0,29.74,29.46,29.26,"Fri Nov 25, 2022 - 15:53:52",User,2,ppm,,,,SdAR_M2,Mining,13.3877,1.5591,82397.3594,552.1863,33.5598,6.4528,0,6.2492,761.0197,34.8345,518020.4688,3151.0767,0,3.1513,4176.5723,94.795,0,3.2048,0,24.7977,0,47.8976,89.7985,5.5368,229.7174,7.539,14134.5342,103.6107,0,0,0,4.4158,43130.3945,223.0593,5190.5439,825.0886,850.8757,41.2354,11.7777,1.1406,23.46,0.9503,55.6126,6.5333,596.0941,65.0432,824.3581,7.1068,0,1.8007,156.6621,2.0911,0,0,1645.572,27.2775,76.2946,4.4552,0,1.7099,324997.7812,379.901,9.5203,3.4172,135.9528,1.1727,0,0,9.5536,2.0501,1331.9276,31.0667,2.7329,1.7353,46.6976,7.7298,24.1521,8.8884,32.5603,1.3881,726.3599,11.022,264.6982,2.1707
163,ucsb mining,210.26,0,29.85,29.99,28.8,"Fri Nov 25, 2022 - 16:05:54",User,2,ppm,,,,SdAR_M2,Mining,14.5074,1.5693,82548.7969,562.8282,29.9045,6.3056,0,6.2693,780.4641,34.8636,515223,3160.1069,0,3.1245,3992.0264,96.0382,0,3.1757,0,25.2172,0,46.7836,111.3098,5.8205,222.7334,7.292,14265.5537,101.8663,0,0,0,3.7269,42950.8047,226.4818,7695.4609,878.9066,847.8797,40.2336,11.5061,1.113,23.7125,0.9308,52.3902,6.2701,555.5576,63.628,826.0713,6.9687,0,1.7566,155.2105,2.0459,0,0,1609.5148,27.3761,78.2099,4.4498,0,1.7024,325473.9062,383.3207,12.6251,3.4202,134.9635,1.1445,0,0,10.1447,2.0261,1280.3987,31.6458,4.4793,1.7381,38.3889,7.7407,36.788,8.9334,28.6194,1.3363,727.9468,10.8061,257.1196,2.1009
166,ucsb mining,210.8,0,29.05,29.45,28.87,"Fri Nov 25, 2022 - 16:17:48",User,2,ppm,,,,SdAR_M2,Mining,14.0044,1.671,83356.5156,562.4485,25.5845,6.3292,0,6.0184,772.8632,37.213,512805.7188,3219.5896,0,4.5161,3902.3115,97.0969,0,3.446,0,25.1833,0,60.941,109.1418,5.8419,225.987,7.4174,14131.4375,102.7202,0,0,0,3.6234,42659.2578,227.3466,7921.4365,876.7441,858.8762,40.9371,11.5612,1.12,21.8514,0.9321,44.2033,6.2692,599.5843,64.2442,817.377,7.0174,0,1.8631,151.3197,2.051,0,0,1620.7747,27.3373,74.8646,4.7408,0,1.6776,327381.4375,383.5211,11.8006,3.6528,135.8059,1.1615,0,0,9.6204,2.0559,1256.2777,32.0719,5.6934,1.7784,37.903,7.7993,30.5975,8.9027,30.6082,1.3564,731.2684,10.9593,244.3065,2.0821
187,ucsb mining,211.87,0,29.93,29.7,28.58,"Fri Nov 25, 2022 - 17:42:06",User,2,ppm,,,,SdAR_M2,Mining,14.0271,1.5887,83707.8594,565.2037,27.5404,6.2202,0,6.1767,770.4896,35.3555,514597.9688,3143.1792,5.1146,2.175,3559.2214,94.5002,0,3.2617,0,25.8586,0,46.4014,75.5324,5.4705,232.8465,7.3739,14216.9209,100.9411,0,0,0,3.6489,41745.2461,222.2952,7079.3921,865.0946,842.5919,39.8413,11.6686,1.0957,23.8784,0.9288,57.7151,6.3544,686.3159,66.2045,818.2103,6.8835,0,1.8355,153.6532,2.0236,0,0,1623.6836,27.7346,80.1195,4.5329,0,1.6736,327101.625,382.5098,16.4353,3.4911,135.2126,1.1366,0,0,7.3638,2.1496,1324.8948,31.7511,4.9543,1.7269,43.611,7.8083,51.0822,9.1019,32.5752,1.3436,711.3677,10.6209,240.886,2.0309
127,ucsb mining,210.74,0,29.38,28.76,29.64,"Tue Nov 22, 2022 - 17:26:45",User,2,ppm,,,,SdAR_M2,Mining,14.0336,1.5625,81187.1328,552.5302,32.402,6.3543,0,6.1803,773.126,34.7891,519251.4062,3150.1516,0,3.1374,4320.2783,97.3877,0,3.1851,0,24.8379,0,50.9221,107.3931,5.8771,227.7239,7.422,14024.9844,102.1564,0,0,0,3.7568,43707.3945,230.3965,7588.2598,869.1938,817.2033,40.0797,12.0889,1.1077,22.9575,0.9344,49.3344,6.3383,508.1674,62.1309,818.9706,7.0042,0,1.803,154.0549,2.0548,0,0,1625.1173,26.9532,78.1383,4.4473,0,1.6983,322243,380.7371,12.5989,3.4169,137.8973,1.1667,0,0,8.2227,2.0184,1233.5044,32.5139,3.5389,1.7319,37.9721,7.8761,23.4113,8.7334,30.7927,1.3565,720.2253,10.8549,228.6519,2.0209
130,ucsb mining,211.33,0,29.1,29.68,28.93,"Tue Nov 22, 2022 - 17:40:06",User,2,ppm,,,,SdAR_M2,Mining,9.2372,1.5117,82347.375,556.2903,32.5015,6.3392,0,6.0205,773.336,35.1354,514710.5312,3160.5349,0,3.1082,4124.7515,94.7072,0,3.2169,0,24.1951,0,47.0305,98.7745,5.6432,231.633,7.4515,14101.8867,102.0677,0,0,0,4.1521,43386.3438,224.2511,7631.5952,869.1039,846.6111,40.4743,12.2159,1.1037,22.5845,0.9287,55.9777,6.4123,476.6699,62.0864,820.1565,6.987,0,1.7903,152.2146,2.034,0,0,1536.776,26.6623,77.5593,4.4886,0,1.6309,326022.3438,380.1559,12.1841,3.4449,134.5936,1.1502,0,0,9.4059,2.0164,1339.7179,31.3754,2.7484,1.6997,40.9309,7.7242,19.2919,8.609,32.4208,1.3592,707.5549,10.7347,230.0591,2.0182
133,ucsb mining,211.16,0,28.99,28.92,28.74,"Tue Nov 22, 2022 - 17:52:21",User,2,ppm,,,,SdAR_M2,Mining,12.3529,1.5685,82785.1875,556.6182,27.4641,6.3906,0,6.0801,764.7498,35.3922,513892.0625,3206.634,0,3.5864,4120.6763,94.9333,0,3.2401,0,24.7734,0,47.6564,114.2426,5.775,214.7421,7.3085,14116.4346,103.1873,0,0,0,3.7551,42987.2031,223.7854,7487.8931,865.3623,837.8235,40.7262,10.8789,1.1157,22.9952,0.9423,49.9814,6.3726,575.7191,63.3389,823.0396,7.075,0,1.7881,153.9245,2.0772,0,0,1636.8297,27.1179,75.1735,4.5161,0,1.6756,326830.5312,380.2758,10.329,3.4725,136.2075,1.1689,0,0,9.3166,2.0569,1259.4663,31.4601,5.7131,1.7958,34.6888,7.6208,33.878,8.9593,28.0234,1.3527,707.0197,10.847,235.4474,2.0607
