Reading No,Reading Type,Duration,Main,Low,High,Light,Time,User,Sigma Value,Units,Mode,Pass/Fail,Pass/Fail Criteria,Heat,Lot,Note,Sample Depth,Ag,Ag 2-Sigma,Al,Al 2-Sigma,As,As 2-Sigma,Au,Au 2-Sigma,Ba,Ba 2-Sigma,Bal,Bal 2-Sigma,Bi,Bi 2-Sigma,Ca,Ca 2-Sigma,Cd,Cd 2-Sigma,Cl,Cl 2-Sigma,Co,Co 2-Sigma,Cr,Cr 2-Sigma,Cu,Cu 2-Sigma,Fe,Fe 2-Sigma,Hf,Hf 2-Sigma,Hg,Hg 2-Sigma,K,K 2-Sigma,Mg,Mg 2-Sigma,Mn,Mn 2-Sigma,Mo,Mo 2-Sigma,Nb,Nb 2-Sigma,Ni,Ni 2-Sigma,P,P 2-Sigma,Pb,Pb 2-Sigma,Pd,Pd 2-Sigma,Rb,Rb 2-Sigma,Re,Re 2-Sigma,S,S 2-Sigma,Sb,Sb 2-Sigma,Se,Se 2-Sigma,Si,Si 2-Sigma,Sn,Sn 2-Sigma,Sr,Sr 2-Sigma,Ta,Ta 2-Sigma,Th,Th 2-Sigma,Ti,Ti 2-Sigma,U,U 2-Sigma,V,V 2-Sigma,W,W 2-Sigma,Y,Y 2-Sigma,Zn,Zn 2-Sigma,Zr,Zr 2-Sigma
735,ucsb mining,210.11,0,0,0,0,"Fri Apr 1, 2022 - 09:17:26",User,2,ppm,Mining,,,,,,SdAR_M2,13.8828,1.5702,72198.6172,511.1062,40.871,6.7789,0,6.6017,944.6295,32.1848,525440.1875,1660.7294,0,3.1439,6086.2124,101.1594,0,3.22,395.0433,19.971,0,49.4228,77.8594,5.4441,222.3795,7.6998,14967.9102,107.0132,0,0,0,3.4408,42352.7422,228.073,4414.6792,706.9668,847.519,38.4544,0,1.6925,17.7137,0.9706,42.8652,6.6725,843.0059,67.5708,762.6066,7.1338,0,1.8504,160.9212,2.3929,0,0,2527.4177,31.1511,87.6139,4.4618,0,1.586,324861.7812,361.05,16.5675,3.4671,144.1957,1.1227,0,0,11.0266,2.1722,1465.8234,31.6128,0,2.0723,41.9655,7.8816,0,12.416,32.1577,1.4074,725.0057,11.263,256.8186,2.1807
741,ucsb mining,210.68,0,0,0,0,"Fri Apr 1, 2022 - 09:42:24",User,2,ppm,Mining,,,,,,SdAR_M2,15.9911,1.5984,70600.0938,507.1661,25.5216,6.6622,0,6.4989,955.0173,32.2245,530364.6875,1646.4995,0,3.1688,6112.4922,101.588,0,3.2267,450.9392,20.1859,0,48.8328,103.4506,5.6425,227.5462,7.6937,15118.3994,106.3028,0,0,0,4.1871,41896.4297,227.6033,5122.9678,719.647,843.2852,38.1127,0,1.6707,16.2787,0.9476,46.6654,6.6412,783.8932,65.5935,771.8338,7.0997,0,1.8601,162.7603,2.3816,0,0,2536.9956,31.0762,89.0291,4.4666,0,1.5605,321184.625,359.2639,15.6742,3.4611,141.7874,1.1027,0,0,8.819,2.1569,1349.0935,30.9981,0,2.0623,38.4158,7.6922,0,12.63,27.7186,1.3769,732.4774,11.2018,257.0305,2.157
754,ucsb mining,210.59,0,0,0,0,"Fri Apr 1, 2022 - 10:36:51",User,2,ppm,Mining,,,,,,SdAR_M2,13.7326,1.5963,68161.1797,496.4933,27.5522,6.6872,0,6.5323,955.8088,32.8173,538176.1875,1631.5577,0,3.2178,7511.3291,112.2622,0,3.2752,964.6896,22.0792,0,49.1064,97.1133,5.7702,220.1911,7.6509,14873.2969,106.3798,0,0,0,3.5005,41233.4492,232.6571,5208.9346,719.0245,792.0499,37.4973,0,1.6762,16.13,0.955,40.3033,6.5994,1102.6234,72.7317,762.9519,7.1145,0,1.8585,162.2554,2.3926,0,0,2890.9487,32.3457,92.9254,4.5676,0,1.6114,314132.4375,357.5158,16.0098,3.5258,146.4125,1.127,0,0,11.129,2.1977,1326.1544,32.1239,0,2.055,41.0344,7.9703,0,12.8586,29.528,1.3926,740.7511,11.3394,252.9929,2.1624
759,ucsb mining,211.43,0,0,0,0,"Sun Apr 10, 2022 - 10:37:34",User,2,ppm,Mining,,,,,,SdAR_M2_A,11.9028,1.5709,67023.0078,496.3732,33.9328,6.8249,0,6.6433,946.9709,32.7701,543144.8125,1616.5975,0,3.1936,4899.8784,94.9559,0,3.2869,0,26.3849,0,49.7238,95.0002,5.6034,235.2619,7.9476,15091.3926,108.1441,0,0,0,3.5483,42476.9297,228.1242,3161.7888,681.0108,817.1049,38.3252,0,1.7056,17.8141,0.9826,42.7045,6.6935,591.585,60.8913,769.0272,7.2188,0,1.8631,161.1542,2.4271,0,0,2003.3036,28.8503,86.7728,4.5385,0,1.59,315769.625,359.5059,14.718,3.5234,144.6315,1.1341,0,0,6.4617,2.1599,1402.816,31.2791,0,3.2869,42.5777,7.8065,0,12.9185,29.3385,1.4093,728.3556,11.3932,251.0922,2.1776
762,ucsb mining,210.73,0,0,0,0,"Sun Apr 10, 2022 - 10:50:51",User,2,ppm,Mining,,,,,,SdAR_M2_B,9.2809,1.5089,72361.1797,506.4861,36.2058,6.7059,0,6.4878,918.3519,32.0894,523424.5938,1636.3187,0,3.1087,6071.1865,100.0609,0,3.2229,67.0099,18.2875,0,49.0373,91.1973,5.6073,229.5503,7.6664,15315.5303,106.2914,0,0,0,3.3715,44148.293,233.3817,4394.645,703.0291,825.596,37.5518,0,1.6321,16.9831,0.9483,39.7763,6.4924,707.7554,64.1319,778.3032,7.0865,0,1.8137,164.8261,2.3798,0,0,2338.2295,29.7507,90.8186,4.4835,0,1.5131,325321.1875,358.7805,16.8125,3.4658,141.8384,1.0966,0,0,8.7317,2.1315,1451.2875,31.5966,0,2.0361,43.3494,7.9223,0,12.1444,28.8224,1.3776,731.11,11.1235,227.59,2.0426
769,ucsb mining,211.2,0,0,0,0,"Sun Apr 10, 2022 - 11:21:41",User,2,ppm,Mining,,,,,,SdAR_M2,13.9202,1.6053,72696.4922,512.3245,38.0782,6.6599,0,6.5449,933.9719,32.8258,523374.4688,1658.864,0,3.1222,5126.7563,96.2868,0,3.3023,0,26.7113,0,48.7454,107.2841,5.7395,215.0359,7.5292,14955.2803,105.9958,0,0,0,3.4114,43075.3125,232.1538,4570.7441,706.6021,804.4288,37.5187,0,1.676,16.2047,0.9487,33.4219,6.3563,602.189,61.1452,751.7142,7.0206,0,1.905,162.2193,2.3828,0,0,2184.9111,29.4597,89.3767,4.5682,0,1.5656,327630.7188,361.6772,14.0417,3.529,141.8975,1.1043,0,0,10.9532,2.1499,1399.2247,31.4154,0,2.0741,39.391,7.8257,0,12.5325,28.5805,1.3759,728.6149,11.1884,254.6966,2.1522
781,ucsb mining,211.32,0,0,0,0,"Sun Apr 10, 2022 - 12:16:45",User,2,ppm,Mining,,,,,,SdAR_M2,11.1117,1.5627,71819.1875,518.2595,32.2076,6.6584,0,6.5075,948.9529,32.8172,523615.5,1680.9393,0,3.2054,5572.6938,100.2997,0,3.2961,0,27.1003,0,48.9334,108.561,5.7638,222.4171,7.6593,15027.5342,106.3927,0,0,0,3.5206,42160.7539,229.7916,4650.4707,717.7826,845.0281,38.2738,0,1.6409,15.5122,0.9501,38.1951,6.4923,648.2318,62.9904,754.2859,7.053,0,1.8886,161.0524,2.3846,0,0,2127.1108,29.6719,90.6534,4.5627,0,1.5978,328524.5625,364.2415,18.5174,3.5396,141.4582,1.1058,0,0,10.7473,2.1805,1448.1611,32.0327,0,2.1023,37.8315,7.9176,0,13.6953,30.9853,1.3901,721.0529,11.1756,217.1742,2.0252
794,ucsb mining,210.74,0,0,0,0,"Sun Apr 10, 2022 - 13:14:19",User,2,ppm,Mining,,,,,,SdAR_M2,17.1963,1.7111,71466.9922,513.7474,32.5709,6.549,0,6.2475,928.1812,34.028,524211.3438,1652.1467,0,3.1541,6262.1577,107.4305,0,3.4356,223.2197,19.4163,0,47.986,83.3025,5.7382,221.015,7.5004,14919.4922,104.196,0,0,0,3.4139,42320.6289,237.1947,4653.5312,714.7368,835.4958,37.3743,0,2.4968,16.5668,0.9374,42.8181,6.4822,825.593,66.8646,757.007,6.9354,0,1.9408,161.0321,2.3364,0,0,2729.3098,31.9645,91.5162,4.7522,0,1.5247,326578.8125,363.3298,10.9255,3.6539,144.4007,1.096,0,0,9.1146,2.1296,1420.4536,32.7415,0,2.0282,44.2898,8.1872,0,12.5089,30.3906,1.3628,729.1309,11.0227,233.3808,2.0467
845,ucsb mining,211.6,0,0,0,0,"Wed Apr 20, 2022 - 19:08:09",User,2,ppm,,,,,,Mining,SdAR_M2,15.1256,1.5777,71500.0547,504.1889,36.0619,6.6011,0,6.4683,938.637,31.9765,527375.625,1618.0973,0,3.0429,4767.165,92.8559,0,3.1995,115.9323,18.5578,0,48.1815,83.2976,5.4912,224.8808,7.5714,14782.0723,104.2198,0,0,0,3.7248,44046.2539,232.3671,3577.74,683.7919,828.8714,37.4565,0,1.6507,17.1053,0.9436,42.8836,6.5378,433.6646,56.5047,759.7013,6.9743,0,1.829,161.715,2.346,0,0,2032.6448,28.4977,87.6932,4.4375,0,1.5997,325447.8125,358.4983,13.9992,3.4384,142.4385,1.093,0,0,13.1925,2.135,1482.7587,31.4413,0,2.0166,33.2447,7.7771,0,12.0908,29.3692,1.365,753.152,11.2158,256.9232,2.135
848,ucsb mining,211.54,0,0,0,0,"Wed Apr 20, 2022 - 19:22:36",User,2,ppm,,,,,,Mining,SdAR_M2,16.077,1.5806,73715.1484,507.8401,33.1375,6.5714,0,6.4117,960.375,31.8738,521446.3125,1634.2441,0,3.0529,4741.4404,93.4072,0,3.1574,114.2925,18.4264,0,47.4397,85.5252,5.5891,219.4711,7.4895,14618.127,103.603,0,0,0,4.2679,44108.8203,235.1915,4220.0264,691.7972,856.7862,37.7198,0,1.7572,16.4746,0.9375,51.3775,6.6184,473.822,56.718,760.0685,6.9575,0,1.8221,162.6114,2.3474,0,0,2075.6406,28.5076,88.2812,4.4085,0,1.5446,328573.6562,358.5057,17.1412,3.4261,140.4431,1.0836,0,0,9.5394,2.1031,1431.5809,31.5837,0,2.0174,38.0045,7.8671,0,12.3842,31.0764,1.3703,742.4247,11.1209,252.4601,2.1122
851,ucsb mining,210.5,0,0,0,0,"Wed Apr 20, 2022 - 19:43:08",User,2,ppm,,,,,,Mining,SdAR_M2,15.2651,1.6198,72395.2188,507.4214,32.6557,6.6563,0,6.5038,956.7433,32.8659,524590.25,1642.4137,0,3.1385,4871.8271,95.2393,0,3.2725,60.4618,18.3573,0,48.4532,80.7437,5.5749,216.6927,7.5349,14748.6914,105.0715,0,0,0,3.4064,43958.6914,235.0887,3874.4331,688.5869,850.5699,38.0923,0,2.7399,15.7946,0.9404,41.4696,6.5464,493.4826,56.9658,763.2629,7.0495,0,1.8951,163.2538,2.3742,0,0,1987.4802,28.3487,89.8983,4.558,0,1.5676,327177.75,359.7625,15.5757,3.5287,140.6346,1.0962,0,0,9.4755,2.1448,1426.7711,32.0619,0,2.0045,35.3922,7.9064,0,12.5689,28.3468,1.3738,731.8892,11.1768,227.2736,2.048
858,ucsb mining,210.85,0,0,0,0,"Wed Apr 20, 2022 - 20:17:41",User,2,ppm,,,,,,Mining,SdAR_M2,14.0401,1.6455,71971.7656,510.6076,36.9462,6.7349,0,6.5386,925.4614,33.5779,526442.125,1668.5099,0,3.2288,4357.2729,95.1611,0,3.3553,0,41.9478,0,48.7915,88.7844,5.6462,219.1991,7.6534,14679.333,105.9838,0,0,0,3.5385,42480.6992,233.5939,4590.5942,704.5739,831.2863,38.2202,0,2.3361,16.1077,0.9575,36.7594,6.4984,548.4666,57.8588,758.2369,7.1059,0,1.9301,161.0716,2.3978,0,0,1913.582,28.4721,90.9718,4.6857,0,1.5771,327210.4375,362.1238,13.8662,3.6149,141.4248,1.1113,0,0,10.2966,2.1907,1398.0859,31.8649,0,2.2893,35.2259,7.8682,0,13.128,29.8391,1.3929,768.1743,11.5515,230.0287,2.082
869,ucsb mining,210.67,0,0,0,0,"Wed Apr 20, 2022 - 21:09:48",User,2,ppm,,,,,,Mining,SdAR_M2,13.4952,1.5968,73026.8125,516.4977,36.7745,6.6039,0,6.3575,947.0792,32.8481,520056.3125,1669.7941,0,3.298,5266.3613,100.9807,0,3.2813,93.8343,18.7582,0,47.5686,86.0681,5.6662,220.3002,7.4947,14917.3232,104.2553,0,0,0,3.4692,42301.3633,233.6525,5793.4004,730.4236,831.3002,37.3681,0,1.656,17.0522,0.9446,44.0869,6.4309,763.5463,64.9115,764.8091,6.9716,0,1.8555,163.0012,2.3585,0,0,2058.9639,29.1716,93.511,4.5818,0,1.5289,329807.2188,363.1097,8.9547,3.5013,142.3397,1.0891,0,0,8.8691,2.1801,1464.5101,32.259,0,2.8283,42.187,8.0575,0,18.2242,31.8385,1.3755,737.656,11.0836,261.0481,2.1416
878,ucsb mining,211.37,0,0,0,0,"Wed Apr 20, 2022 - 21:46:17",User,2,ppm,,,,,,Mining,SdAR_M2,16.335,1.6246,72050.4922,507.9106,33.389,6.5996,0,6.4386,926.8851,32.5272,526321.5,1642.9778,0,3.2834,6905.6821,108.8313,0,3.2342,443.7076,20.1244,0,47.9348,84.7502,5.5614,221.5404,7.5332,14872.7646,104.5152,0,0,0,3.5236,41624.8555,229.571,5033.3271,713.1681,839.2621,37.6194,0,1.6349,15.6054,0.9413,40.7855,6.4327,832.4925,65.2436,762.4113,6.9876,0,1.8609,160.9159,2.3555,0,0,2729.0808,31.7404,86.852,4.518,0,1.6228,323344.375,358.7982,12.7291,3.4987,141.5515,1.09,0,0,9.2189,2.1801,1452.302,31.7707,0,3.4042,41.8803,7.935,0,16.8104,34.7864,1.3899,731.0514,11.0757,229.3687,2.0392
894,ucsb mining,210.57,0,0,0,0,"Sun Apr 24, 2022 - 11:04:14",User,2,ppm,,,,,,SdAR_M2,Mining,14.7962,1.6193,69498.5703,499.8465,35.0661,6.7547,0,6.5883,963.2145,33.0261,533039,1631.3284,0,3.2026,5088.1953,95.9016,0,3.2857,261.7944,19.2805,0,49.0488,97.4703,5.6747,218.6963,7.6607,14625.5684,106.008,0,0,0,3.8888,43763.7031,233.5672,3785.8213,690.6639,806.0225,37.8839,0,1.7053,16.2895,0.9584,48.2854,6.8115,622.1712,60.9017,763.913,7.1399,0,1.8802,161.1173,2.3917,0,0,2133.3247,29.1171,87.4572,4.5634,0,1.5789,321327.9688,359.3766,13.9162,3.5352,142.3835,1.1165,0,0,10.141,2.1855,1390.6255,31.2839,0,2.0503,41.9915,7.8369,0,12.6435,29.3608,1.3955,744.5679,11.4019,268.4197,2.2194
897,ucsb mining,210.9,0,0,0,0,"Sun Apr 24, 2022 - 11:18:27",User,2,ppm,,,,,,SdAR_M2,Mining,13.1503,1.6097,70973.7891,508.796,37.0499,6.6367,0,6.4037,980.8272,33.3828,526312.25,1637.6907,0,2.9806,5224.8901,97.3025,0,3.3248,315.3811,19.6018,0,47.9178,86.9042,5.635,224.649,7.5588,14614.4199,103.6001,0,0,0,3.8052,43802.0039,234.7064,4382.8613,706.3173,809.111,37.0851,0,1.6487,17.5527,0.9456,39.9384,6.47,585.4564,61.1156,769.8673,7.0061,0,1.8781,163.4228,2.3551,0,0,2142.5918,29.2096,93.851,4.6331,0,1.529,325674.8125,360.9761,17.2103,3.5786,144.6368,1.0995,0,0,12.0938,2.1091,1508.3143,32.2055,0,2.0256,39.1153,8.0189,0,12.0596,28.8546,1.3658,729.4596,11.0455,255.4305,2.1282
900,ucsb mining,211.39,0,0,0,0,"Sun Apr 24, 2022 - 11:32:36",User,2,ppm,,,,,,SdAR_M2,Mining,13.7419,1.5505,71756.3125,508.4521,34.6152,6.5839,0,6.5028,957.2109,31.8893,526781,1626.2065,0,3.1825,4954.7734,95.5405,0,3.151,344.6365,19.7395,0,47.7934,80.4285,5.5187,221.836,7.5019,14710.3066,103.6511,0,0,0,3.3613,43054.2383,232.2398,3978.7263,694.8637,859.8109,37.8094,0,1.6512,16.4547,0.9381,36.1151,6.3443,579.9489,60.9174,763.5212,6.9617,0,1.8255,162.4483,2.3447,0,0,2104.4609,29.1207,92.1389,4.4328,0,1.531,325795.9375,360.1534,7.2907,3.3884,141.4158,1.0854,0,0,9.8243,2.1488,1475.5114,31.4139,0,2.0204,35.7618,7.8254,0,12.2869,31.8501,1.3737,733.7874,11.0484,265.9612,2.1561
909,ucsb mining,211.14,0,0,0,0,"Sun Apr 24, 2022 - 12:11:52",User,2,ppm,,,,,,SdAR_M2,Mining,11.6026,1.5686,72525.2891,510.0648,30.0861,6.5943,0,6.3708,927.1263,32.7021,523972.6875,1648.5088,0,3.174,4915.5537,98.4712,0,3.2927,317.3347,19.6324,0,47.9112,85.2434,5.6471,227.1328,7.6237,14854.9795,104.6885,0,0,0,3.5204,42456.6367,234.5612,4502.3481,701.7567,841.089,37.7741,0,1.6649,18.5765,0.9584,38.6171,6.3734,682.0681,62.5735,761.6688,6.9987,0,1.8662,161.4556,2.3573,0,0,2070.2859,29.1054,90.4618,4.5619,0,1.5423,327818.5,360.9579,9.7146,3.4998,142.0489,1.0946,0,0,10.6068,2.1598,1460.4999,32.1567,0,2.0695,39.953,8.0206,0,15.0397,30.3842,1.3742,733.9359,11.1253,264.2866,2.1648
918,ucsb mining,211.59,0,0,0,0,"Sun Apr 24, 2022 - 12:49:22",User,2,ppm,,,,,,SdAR_M2,Mining,16.6815,1.6167,72687.7031,513.8055,31.037,6.7111,0,6.6471,947.3372,32.3745,523296.2812,1677.2399,0,3.2444,4584.0977,96.1699,0,3.2552,311.8584,19.7576,0,48.182,82.4469,5.6047,208.5113,7.486,14641.9492,105.387,0,0,0,3.5384,42002.9766,230.7378,4889.7368,712.2924,850.9529,38.3895,0,1.6888,16.5582,0.9582,53.7419,6.7786,737.3234,64.5145,768.2297,7.1176,0,1.8228,158.9092,2.3737,0,0,2123.9509,29.5611,91.0819,4.5037,0,1.6193,328889.7188,361.7927,15.9519,3.4847,141.1679,1.1053,0,0,10.4711,2.1977,1376.7228,32.4872,0,2.4747,41.8652,8.0057,0,12.9708,31.7238,1.3969,732.0437,11.2515,258.9387,2.1736
924,ucsb mining,210.02,0,0,0,0,"Sun Apr 24, 2022 - 13:15:14",User,2,ppm,,,,,,SdAR_M2,Mining,14.8309,1.6533,72397.3672,513.1275,33.9788,6.7561,0,6.6268,962.9768,33.6911,524647.0625,1680.9779,0,3.2494,4833.2754,96.5042,0,3.3397,296.3236,19.7124,0,49.2605,84.9462,5.5264,222.3348,7.7337,14852.2861,107.1344,0,0,0,3.498,41788.7305,227.8467,5022.6079,715.8148,827.8832,38.3608,0,1.7059,18.1936,0.978,34.1133,6.4635,733.4534,62.765,758.3166,7.147,0,1.9365,162.2239,2.4176,0,0,2092.9341,29.464,94.4069,4.6897,0,1.5909,327489.2188,362.3083,13.8474,3.6004,140.3826,1.1139,0,0,10.8633,2.2107,1414.3846,31.7143,0,2.1153,33.8182,7.7786,0,13.0643,30.2736,1.4054,726.2285,11.3292,262.8215,2.2093
933,ucsb mining,210.32,0,0,0,0,"Sun Apr 24, 2022 - 13:53:07",User,2,ppm,,,,,,SdAR_M2,Mining,11.0789,1.5382,73023.7891,524.2491,34.7532,6.5016,0,6.2204,922.3528,32.1918,521143.0312,1668.1178,0,3.2421,4654.1113,96.967,0,3.239,196.4382,19.5543,0,47.1872,89.7057,5.6219,228.7104,7.5239,14737.0264,102.5735,0,0,0,3.4968,41981.3203,231.0632,5798.1206,740.6926,831.992,37.0008,0,1.6211,18.8141,0.9421,53.2558,6.629,702.802,64.1719,760.1818,6.8722,0,1.8126,161.9644,2.3198,0,0,2055.6919,29.7084,87.3277,4.4787,0,1.4979,329829.25,365.6687,10.5315,3.4519,141.6399,1.0744,0,0,8.303,2.1417,1462.981,31.6562,0,2.0269,34.9383,7.8494,0,17.5925,30.1991,1.3493,734.3042,10.9394,255.3566,2.0975
942,ucsb mining,210.88,0,0,0,0,"Tue May 3, 2022 - 19:03:53",User,2,ppm,,,,,,SdAR_M2,Mining,15.8186,1.6387,69893.8672,501.7808,36.7705,6.8232,0,6.8391,976.2421,33.1996,532560.625,1655.9434,0,3.1723,4621.9077,94.0631,0,3.3268,143.818,18.7748,0,49.4412,80.2328,5.5535,221.7,7.7984,14600.8428,107.2752,0,0,0,4.406,42860.0742,231.9508,3978.0046,692.4536,822.9183,38.6094,0,2.3597,17.7836,0.9856,42.0268,6.7202,503.9036,58.1367,756.7776,7.1998,0,1.8353,159.0856,2.4141,0,0,2066.8247,28.721,88.7984,4.586,0,1.6206,322926.0938,359.9707,13.0178,3.5434,141.9644,1.1294,0,0,11.3193,2.1965,1402.6296,31.9344,0,2.1143,38.6771,7.8979,0,12.7276,32.558,1.4242,736.2761,11.4954,249.3398,2.1815
945,ucsb mining,210.8,0,0,0,0,"Tue May 3, 2022 - 19:16:22",User,2,ppm,,,,,,SdAR_M2,Mining,13.4313,1.6394,69854.6797,504.568,34.4999,6.6781,0,6.6881,940.4841,33.703,529937.5625,1631.0323,0,3.1541,4981.8418,95.754,0,3.3556,80.0931,18.6752,0,48.5477,115.2139,5.8556,219.3208,7.5973,14833.4297,105.5181,0,0,0,3.6205,43903.9141,234.8794,2957.4695,678.6185,833.2335,38.0196,0,1.649,17.5234,0.9622,40.7305,6.5277,497.3967,58.3026,761.2057,7.0596,0,1.9148,160.5582,2.3687,0,0,2107.0081,29.0206,87.7809,4.6765,0,1.5767,325026.5,360.9583,9.9369,3.6043,141.8324,1.1042,0,0,8.4502,2.1416,1392.4962,31.9384,0,2.0495,29.4521,7.7997,0,12.4255,32.239,1.3941,750.5018,11.339,231.2093,2.069
948,ucsb mining,211.2,0,0,0,0,"Tue May 3, 2022 - 19:29:40",User,2,ppm,,,,,,SdAR_M2,Mining,15.1396,1.5744,73043.0781,510.2914,36.5079,6.7187,0,6.3397,962.2968,31.9963,520545.3438,1677.7092,0,3.1196,4754.5586,95.6838,0,3.1906,0,26.9566,0,48.7104,116.4007,5.8532,219.3012,7.6591,14531.5107,105.8187,0,0,0,3.8849,43664.0352,236.4719,4825.6182,706.064,847.5253,38.6174,0,1.664,17.0404,0.9617,34.0505,6.4383,465.5769,56.374,752.3218,7.0912,0,1.8284,160.3957,2.3903,0,0,1992.3439,28.3606,93.3064,4.4497,0,1.5593,330342.4375,361.4442,16.1495,3.4317,139.5287,1.1062,0,0,10.3478,2.1536,1370.2771,31.1167,0,2.0722,41.0133,7.8247,0,12.681,28.4028,1.3851,744.5184,11.4059,231.0639,2.0871
957,ucsb mining,210.58,0,0,0,0,"Tue May 3, 2022 - 20:10:10",User,2,ppm,,,,,,SdAR_M2,Mining,14.5464,1.5587,74317.4922,518.1252,36.1376,6.5981,0,6.4133,939.4703,31.7446,520786.5,1648.5286,0,3.1693,4564.9243,95.5487,0,3.1628,0,27.3656,0,47.774,88.2489,5.6202,230.7327,7.6254,14898.4697,104.2234,0,0,0,3.4482,42524.5586,232.2363,4146.5112,698.743,845.1424,37.5539,0,1.6366,17.4601,0.9464,43.9865,6.4664,567.8154,58.9708,764.0488,6.9696,0,1.8018,159.1823,2.3292,0,0,1938.8906,28.7063,90.8695,4.4191,0,1.5442,330389.25,362.966,14.7113,3.4135,141.9063,1.0876,0,0,11.5141,2.1588,1422.4121,31.7743,0,2.0549,40.5478,7.9148,0,12.6414,32.4784,1.3734,719.5008,10.9612,252.7358,2.1138
966,ucsb mining,210.67,0,0,0,0,"Tue May 3, 2022 - 20:49:24",User,2,ppm,,,,,,SdAR_M2,Mining,14.6344,1.5893,73936.3594,516.1586,35.2875,6.6604,0,6.4162,962.1138,32.4545,519965.75,1671.6875,0,3.2513,4467.4741,95.8814,0,3.2255,0,27.3319,0,48.2216,86.8394,5.6418,212.0777,7.51,14594.1904,105.0828,0,0,0,3.4418,42645.7148,234.0697,4393.0586,701.6367,834.5187,38.0087,0,1.6655,16.034,0.9487,45.2979,6.6153,536.4207,59.2298,753.5591,7.0354,0,1.8677,161.1046,2.3771,0,0,1982.3955,28.8519,91.4613,4.5046,0,1.5728,331662.5625,363.9988,11.9485,3.4648,141.1976,1.1027,0,0,7.1291,2.1592,1395.9731,32.0823,0,2.0638,30.6994,7.8461,0,17.9276,30.5007,1.3853,730.2815,11.2156,255.4241,2.1548
975,ucsb mining,211.58,0,0,0,0,"Tue May 3, 2022 - 21:27:23",User,2,ppm,,,,,,SdAR_M2,Mining,13.4984,1.6111,73891.3516,515.7961,37.785,6.7086,0,6.473,950.683,33.149,520522.7812,1673.4265,0,3.3131,4432.459,93.0184,0,3.3187,0,27.3564,0,48.9744,82.585,5.4651,229.1909,7.7508,14954.333,106.404,0,0,0,3.4644,42588.3789,227.3011,4406.7158,701.3201,855.7421,38.4427,0,1.6715,16.6379,0.9606,34.6645,6.4271,590.8511,59.6994,757.1831,7.0736,0,1.9081,160.9026,2.3918,0,0,1948.1211,28.7319,91.3176,4.6094,0,1.5455,330800.8125,361.9545,13.154,3.5475,142.2656,1.11,0,0,9.7052,2.209,1412.1234,31.3921,0,3.1846,38.7122,7.7593,0,16.9579,32.626,1.4012,730.6392,11.2537,254.7104,2.1614
987,ucsb mining,211.18,0,0,0,0,"Mon May 9, 2022 - 19:07:48",User,2,ppm,,,,,,SdAR_M2,Mining,11.6703,1.5775,66111.7812,488.2747,34.5987,6.6646,0,6.4033,950.5256,32.9954,546245.8125,1578.1432,0,3.2607,4275.2422,94.1055,0,3.2887,0,27.1409,0,48.1671,88.0697,5.6168,233.9036,7.7425,14755.0264,104.6916,0,0,0,3.4841,42391.3281,231.7883,3387.4294,676.3122,831.7486,37.7354,0,1.6725,17.3331,0.9549,40.7764,6.5009,543.4045,57.9642,767.5903,7.0457,0,1.8594,164.0279,2.3794,0,0,1808.2433,27.8377,88.4947,4.5738,0,1.5507,314561.8438,356.8162,12.7879,3.5339,142.0649,1.0984,0,0,7.8045,2.1695,1459.1434,31.7929,0,2.0604,42.2646,7.9553,0,12.7296,30.3754,1.3839,737.2345,11.1857,259.3456,2.1545
990,ucsb mining,210.07,0,0,0,0,"Mon May 9, 2022 - 19:20:22",User,2,ppm,,,,,,SdAR_M2,Mining,14.1057,1.6036,71180.2188,504.3604,32.4541,6.9157,0,6.7315,949.54,32.834,528610.75,1658.0991,0,3.1548,4846.8442,94.7705,0,3.2914,0,36.9381,0,50.389,78.842,5.5323,230.0242,7.9739,14834.1729,108.934,0,0,0,3.4974,43735.9922,233.8286,2746.9829,668.9426,853.0469,39.5087,0,1.7333,17.2075,0.9899,34.085,6.6356,473.7125,57.8889,770.4515,7.3267,0,1.8844,161.3711,2.4492,0,0,1965.7184,28.4424,92.3196,4.5724,0,1.6172,325689.1875,361.5177,16.1561,3.5343,143.5926,1.1457,0,0,10.5922,2.2037,1440.0917,31.8568,0,2.1186,36.4057,7.883,0,12.7566,31.789,1.4406,744.5439,11.6557,259.7385,2.2388
993,ucsb mining,210.09,0,0,0,0,"Mon May 9, 2022 - 19:32:13",User,2,ppm,,,,,,SdAR_M2,Mining,13.9953,1.5872,72581.2656,514.9125,37.2681,6.6093,0,6.2861,947.4087,32.5069,521084.0625,1647.9714,0,3.1168,4957.9292,96.5015,0,3.2767,39.6659,18.4601,0,48.0121,85.3631,5.6827,217.379,7.4583,14697.5771,103.6612,0,0,0,3.3396,43815.6211,237.0172,4012.199,699.4001,805.08,36.9487,0,1.6608,18.3742,0.9501,42.8949,6.542,539.3785,59.1884,764.938,6.9733,0,1.8727,161.7544,2.3349,0,0,1970.1095,28.6048,90.7836,4.5221,0,1.5159,330453.8438,363.3708,13.4839,3.4883,141.6456,1.0872,0,0,9.1999,2.1218,1430.3326,32.3853,0,1.9669,43.5539,8.0888,0,12.4621,31.703,1.3737,723.9411,10.9938,269.208,2.1683
