Reading No,Reading Type,Duration,Main,Low,High,Light,Time,User,Sigma Value,Units,Mode,Pass/Fail,Pass/Fail Criteria,Heat,Lot,Note,Sample Depth,Ag,Ag 2-Sigma,Al,Al 2-Sigma,As,As 2-Sigma,Au,Au 2-Sigma,Ba,Ba 2-Sigma,Bal,Bal 2-Sigma,Bi,Bi 2-Sigma,Ca,Ca 2-Sigma,Cd,Cd 2-Sigma,Cl,Cl 2-Sigma,Co,Co 2-Sigma,Cr,Cr 2-Sigma,Cu,Cu 2-Sigma,Fe,Fe 2-Sigma,Hf,Hf 2-Sigma,Hg,Hg 2-Sigma,K,K 2-Sigma,Mg,Mg 2-Sigma,Mn,Mn 2-Sigma,Mo,Mo 2-Sigma,Nb,Nb 2-Sigma,Ni,Ni 2-Sigma,P,P 2-Sigma,Pb,Pb 2-Sigma,Pd,Pd 2-Sigma,Rb,Rb 2-Sigma,Re,Re 2-Sigma,S,S 2-Sigma,Sb,Sb 2-Sigma,Se,Se 2-Sigma,Si,Si 2-Sigma,Sn,Sn 2-Sigma,Sr,Sr 2-Sigma,Ta,Ta 2-Sigma,Th,Th 2-Sigma,Ti,Ti 2-Sigma,U,U 2-Sigma,V,V 2-Sigma,W,W 2-Sigma,Y,Y 2-Sigma,Zn,Zn 2-Sigma,Zr,Zr 2-Sigma
129,Mining,211.15,29.96,29.41,29.99,115.92,"Thu Nov 4, 2021 - 18:27:08",User,2,ppm,Mining,,,sdar-L2_1,,,,7.9848,1.5379,71332.8906,513.4214,8.1199,3.2513,0,5.1437,776.5809,32.2558,506289,1659.0427,0,2.1149,5526.334,98.789,0,3.2796,0,23.2845,0,55.0338,75.2453,5.7113,44.5026,4.6227,19991.6992,116.6506,0,0,0,2.7106,35070.7109,217.3824,3576.1628,691.4021,563.0276,32.6214,0,1.8681,54.4036,1.1888,0,8.6506,630.6299,62.9967,171.1884,3.4729,0,1.9292,129.877,2.115,0,0,757.4967,22.7255,13.624,4.2001,1.5245,0.9102,351083,368.3416,19.8728,3.5736,145.0299,1.0944,0,0,21.8686,1.6063,2824.6812,37.7695,0,2.0011,41.2545,9.5555,0,0,59.9031,1.3071,194.3213,6.4009,589.0706,3.0398
133,Mining,210.24,29.09,29.53,29.04,116.5,"Fri Nov 5, 2021 - 10:59:33",User,2,ppm,Mining,,,Sdar-L2_1,,,,0,3.3983,61984.7109,483.0082,5.1738,3.338,0,5.1788,781.8111,32.3531,537633.75,1594.6737,0,2.2088,5260.2993,99.2164,0,3.2751,0,23.1143,0,56.065,67.2692,5.7819,44.5031,4.7729,20252.9805,119.9992,0,0,0,2.7535,34615.5156,221.3,2892.2019,677.0615,529.7751,32.7769,0,1.9473,57.2547,1.2359,13.9815,6.0997,567.9948,61.4637,176.5599,3.5922,0,1.8638,129.6766,2.1669,0,0,697.2883,22.392,11.4749,4.2005,0,1.2094,330296.375,365.3286,14.059,3.5522,145.8102,1.1247,0,0,18.3356,1.6205,2905.7126,38.9976,0,2.0542,43.476,9.8913,0,0,57.9757,1.3337,187.0793,6.4851,608.8353,3.1602
142,Mining,210.9,29.63,29.66,28.92,117.36,"Fri Nov 5, 2021 - 11:37:59",User,2,ppm,Mining,,,Sdar-L2_10,,,,0,2.9627,70535.9922,509.6474,8.6191,3.2285,0,4.8558,761.8648,32.0463,506788.5625,1657.4238,0,2.0514,5554.6069,97.8993,0,3.2333,0,23.1677,0,54.8564,78.7269,5.735,46.2255,4.6567,20119.5195,116.6129,0,0,0,3.0733,35368.582,218.8496,3926.2905,697.2537,529.6992,31.8054,0,1.8674,55.5354,1.19,8.9704,5.9222,607.5325,62.9603,169.5348,3.4328,0,1.8725,129.051,2.1022,0,0,789.5063,22.7262,14.0034,4.1876,0,1.1692,350468,366.8763,13.8106,3.5281,145.156,1.0923,0,0,19.638,1.5568,2962.6182,37.8755,0,1.9923,60.0649,9.8424,0,9.8188,57.4831,1.2906,186.048,6.313,594.4291,3.0435
134,Mining,211.22,29.97,29.86,29.58,115.04,"Fri Nov 5, 2021 - 11:03:34",User,2,ppm,Mining,,,Sdar-L2_2,,,,1.5791,1.4052,64495.0977,492.2094,0,4.8584,0,4.9972,795.7108,31.5786,529642.25,1599.094,0,2.1648,5436.5615,95.9839,0,3.1896,0,23.0779,0,55.8823,77.2987,5.6405,46.335,4.7322,20284.0605,118.4469,0,0,0,3.0117,34954.2109,214.9682,2757.1863,677.2698,570.7062,33.0204,0,1.9072,56.262,1.2113,10.3517,6.0866,561.6932,61.8119,173.3024,3.5085,0,1.8515,132.2598,2.1553,0,0,730.2562,22.4816,12.5283,4.0942,0,1.202,335205.125,365.1889,16.7281,3.4679,145.6438,1.1082,0,0,14.9058,1.5495,2970.2126,37.1626,0,2.0359,53.0791,9.6155,0,9.9386,56.9974,1.3112,192.9504,6.4828,603.6487,3.1027
130,Mining,211.24,29.12,29.75,29.97,115.67,"Thu Nov 4, 2021 - 18:36:23",User,2,ppm,Mining,,,sdar-L2_2,,,,7.8586,1.4992,71801.3672,512.9887,5.4282,3.2934,0,5.2107,778.8049,31.4995,504461.375,1690.5698,0,2.2506,5596.353,98.6533,0,3.1992,0,22.963,0,55.6597,76.4436,5.6858,41.939,4.6717,20013.5293,118.8806,0,0,0,2.9771,35098.0391,217.3773,4331.9478,702.8717,574.5807,33.3424,0,1.8982,54.1962,1.2107,18.7058,6.2185,662.9047,63.2535,173.0187,3.5457,0,1.8506,128.6914,2.1527,0,0,739.9261,22.5276,13.9966,4.101,0,1.3683,351506.6875,368.1974,16.622,3.4722,147.0529,1.1215,0,0,18.4144,1.6243,2846.9521,37.3605,0,3.1449,49.5006,9.5867,0,10.3234,61.0779,1.3358,190.457,6.4952,584.1656,3.0836
135,Mining,210.38,29.54,29.05,28.78,115.73,"Fri Nov 5, 2021 - 11:07:21",User,2,ppm,Mining,,,Sdar-L2_3,,,,3.1376,1.4434,66673.6641,495.4587,5.8014,3.322,0,5.0441,808.3331,31.9688,520316.0938,1621.6536,0,2.1424,5928.6602,97.8615,0,3.2419,0,23.2788,0,56.5198,76.6692,5.6622,48.4475,4.8321,20198.2188,119.9109,0,0,0,3.1083,35913.1602,218.6827,1861.9586,656.9152,566.794,33.3679,0,1.9341,56.844,1.2293,0,13.8963,570.2136,62.092,174.1398,3.5676,0,1.8795,133.4127,2.1888,0,0,786.955,22.6822,13.5024,4.1398,0,1.2102,341738.4688,366.3298,15.5783,3.4979,146.5338,1.1267,0,0,18.2824,1.5988,3046.6604,37.8147,0,2.0348,47.0756,9.7205,0,10.0448,56.0987,1.3261,190.3557,6.5402,604.8367,3.1494
131,Mining,210.83,29.34,29.92,29.23,116.78,"Thu Nov 4, 2021 - 18:40:24",User,2,ppm,Mining,,,sdar-L2_3,,,,9.124,1.496,71832.0078,511.73,0,4.9714,0,5.268,759.1409,30.9567,504613.5625,1699.2668,0,2.1499,5480.0181,100.2901,0,3.1334,0,22.9046,0,56.2352,75.5536,5.7737,46.7227,4.813,19936.6465,119.9107,0,0,0,3.1473,35011.8906,221.3372,4153.8823,697.748,549.6883,33.1561,0,1.9221,54.3527,1.2218,13.8093,6.1805,638.8491,62.907,174.9505,3.6004,0,1.7956,130.1172,2.1841,0,0,752.1446,22.4734,10.2609,4.0276,0,1.5876,351826.5625,369.2505,8.5087,3.3904,143.7009,1.1211,0,0,19.4465,1.6185,2874.6814,37.6483,0,3.047,49.7067,9.7231,0,10.1761,58.412,1.3381,187.445,6.5238,585.8307,3.1178
132,Mining,210.25,29.66,28.62,29.01,116.66,"Thu Nov 4, 2021 - 18:49:37",User,2,ppm,Mining,,,sdar-L2_4,,,,8.1319,1.5016,72674.0469,513.2271,7.3571,3.3181,0,5.4248,777.2187,31.4543,504373.5625,1698.3275,0,2.2094,5520.8569,101.0904,0,3.2103,0,23.0591,0,69.2282,74.7967,5.8404,50.2927,4.899,19777.8457,119.7885,0,0,0,2.7418,35068.0938,223.337,3725.4363,688.2867,520.9966,32.7243,0,1.9225,55.1376,1.2274,11.5814,6.2402,648.3666,63.6079,168.4385,3.5504,0,1.8768,130.7372,2.1867,0,0,752.931,22.4746,15.6132,4.1044,1.2267,0.9364,351738.4375,370.2303,16.1915,3.4652,144.3831,1.1253,0,0,20.2017,1.6421,2825.6328,38.3687,0,2.0638,56.606,9.9131,0,0,58.7858,1.3409,190.5987,6.5502,586.5103,3.1251
136,Mining,210.48,28.97,29.31,28.62,117.43,"Fri Nov 5, 2021 - 11:11:14",User,2,ppm,Mining,,,Sdar-L2_4,,,,0,2.1443,67847.0234,500.834,5.8805,3.2893,0,5.2784,759.3355,32.2854,514833.375,1656.0541,0,2.2165,5955.6494,98.521,0,3.267,0,23.0843,0,66.7192,81.8943,5.7211,48.7601,4.8313,20222.8848,119.7263,0,0,0,3.0679,36211.8086,220.3162,3569.5164,692.0596,559.5973,33.186,0,1.9329,57.0771,1.2279,8.9229,6.1673,561.3436,61.757,170.9081,3.53,0,1.9107,130.5982,2.1614,0,0,776.5075,22.4859,8.4647,4.1933,0,1.2437,344028.8125,366.8995,14.7223,3.5616,146.8918,1.1254,0,0,17.2549,1.6025,3072.4458,37.4956,0,2.0071,57.8784,9.8127,0,10.0101,57.4001,1.3251,190.8989,6.531,604.1125,3.1413
137,Mining,211.06,28.99,29.57,29.13,115.62,"Fri Nov 5, 2021 - 11:15:39",User,2,ppm,Mining,,,Sdar-L2_5,,,,0,2.5907,68701.2266,505.6419,4.8256,3.3042,0,5.2835,789.2937,31.8904,510981.4375,1650.1139,0,2.1754,5943.0669,98.0876,0,3.2489,0,23.2901,0,56.174,78.7092,5.6964,51.2966,4.8535,20271.1816,118.8744,0,0,0,2.6602,36118.3398,219.1915,2695.7959,678.1813,522.2639,32.1898,0,1.9189,57.0366,1.2179,10.2199,6.1052,583.2382,62.3494,177.1925,3.5608,0,1.8584,132.3081,2.1529,0,0,811.7376,22.898,11.0432,4.1371,0,1.2474,347937.75,367.6602,16.6745,3.5111,145.8162,1.1132,0,0,16.6746,1.5807,3033.8105,37.5855,0,1.95,56.468,9.7786,0,0,57.5277,1.3197,190.8138,6.4597,604.2872,3.1183
138,Mining,211.44,29.18,29.53,28.7,117.3,"Fri Nov 5, 2021 - 11:21:19",User,2,ppm,Mining,,,Sdar-L2_6,,,,0,2.8106,69258.8516,503.6129,6.4513,3.3931,0,5.3782,786.6526,31.8494,510291,1684.347,0,2.2565,5869.1494,97.9638,0,3.2049,0,23.1974,0,57.5231,74.6128,5.6636,49.4604,4.9544,20166.6055,122.127,0,0,0,2.7547,36086.0938,219.2397,2844.4021,675.855,543.6004,33.5477,0,1.9726,57.396,1.2565,11.062,6.2541,597.7313,62.3454,174.0298,3.6354,0,1.8617,130.595,2.213,0,0,801.2217,22.7077,8.7213,4.1142,0,1.2509,348089.875,367.2844,14.3382,3.4941,144.2866,1.1401,0,0,17.7997,1.6438,3071.0813,37.6063,0,2.0779,57.3622,9.807,0,0,56.6804,1.351,187.7107,6.6081,603.2548,3.2059
139,Mining,211.11,29.21,29.99,29.38,115.96,"Fri Nov 5, 2021 - 11:26:29",User,2,ppm,Mining,,,Sdar-L2_7,,,,1.9577,1.4254,69532.7578,509.3293,8.2151,3.3429,0,5.0246,780.2264,31.8148,507854.5312,1683.366,0,2.2487,5740.6294,97.4743,0,3.1925,0,23.3082,0,56.662,72.8652,5.6288,48.1785,4.8335,20293.7207,120.3712,0,0,0,3.0915,36112.5391,218.8255,3504.0962,694.4708,565.5984,33.3998,0,1.9277,57.3883,1.2344,0,14.9126,602.39,63.0993,172.3572,3.5599,0,1.8757,132.4111,2.1873,0,0,795.0822,22.8025,13.0815,4.1386,0,1.214,349542.7188,368.8596,17.2009,3.5062,146.6178,1.1295,0,0,17.7588,1.6242,3084.5215,37.2122,0,2.0421,56.0196,9.7317,0,9.9924,56.3875,1.3282,193.0329,6.5835,597.6532,3.1402
140,Mining,210.54,29.18,29.33,28.85,116.96,"Fri Nov 5, 2021 - 11:30:19",User,2,ppm,Mining,,,Sdar-L2_8,,,,2.179,1.4328,69980.4375,504.5622,4.8738,3.3633,0,5.24,768.3425,31.8596,509865.0312,1690.3945,0,2.3151,5777.8369,98.0758,0,3.2379,0,22.9995,0,57.7951,81.0334,5.7001,47.5316,4.9233,20073.4668,122.6322,0,0,0,2.8275,35851.8398,219.6702,2828.7437,673.392,524.8467,33.4024,0,1.9644,56.0003,1.2535,0,10.9995,559.5679,62.4629,170.4368,3.6214,0,1.8714,129.0453,2.2114,0,0,790.3712,22.6204,15.0565,4.1615,0,1.22,348340.5312,367.8253,16.4648,3.5114,145.3065,1.1499,0,0,18.1108,1.6683,3056.8838,37.3406,0,2.0754,52.8526,9.732,0,0,56.1796,1.3519,191.9264,6.6926,595.06,3.2039
141,Mining,210.29,29.24,29.86,29.97,114.11,"Fri Nov 5, 2021 - 11:34:07",User,2,ppm,Mining,,,Sdar-L2_9,,,,2.1021,1.3927,70218.6797,509.0016,5.0784,3.4241,0,5.1845,774.6486,31.0204,508867.8125,1711.1874,0,2.2483,5683.146,97.0238,0,3.1199,0,23.2843,0,58.489,73.3697,5.639,44.8114,4.9328,20136.6211,124.4227,0,0,0,3.1936,35699.8594,217.7135,2723.3833,676.2563,535.1037,33.9847,0,1.9927,55.3741,1.2661,0,15.1846,612.8854,63.0527,171.9692,3.687,0,1.8061,130.3405,2.2456,0,0,798.9387,22.924,11.9142,4.0319,0,1.2733,349362.1562,370.6547,16.6832,3.4186,144.5481,1.1627,0,0,19.3966,1.6789,3021.521,37.6765,0,2.0745,46.6881,9.67,0,10.5566,55.5488,1.3689,189.7249,6.7796,597.7736,3.2536
17,Mining,210.8,29.18,29.74,28.92,116.34,"Wed Nov 17, 2021 - 15:53:59",User,2,ppm,,,,SDAR_L2_1,Mining,,,5.5208,1.4735,69492.6797,510.1349,6.4028,3.3047,0,5.2105,791.887,31.7491,510653.0625,1671.725,0,2.2303,5577.8696,97.897,0,3.1795,0,23.8519,0,55.6717,74.4134,5.6696,46.0976,4.7288,20253.7012,118.6164,0,0,0,3.0537,35722.8672,218.8482,4266.4458,707.8185,558.7651,32.8071,0,1.8927,55.9339,1.2169,11.6487,6.0434,585.6814,61.8795,175.6539,3.5449,0,1.856,129.7159,2.1445,0,0,813.7355,22.8712,14.9194,4.1316,0,1.2636,346640,367.8598,18.6234,3.5026,148.494,1.1202,0,0,20.4815,1.6405,3056.8567,37.7929,0,2.3529,50.801,9.7622,0,10.0878,65.7028,1.3527,183.9441,6.3835,578.046,3.0517
47,Mining,211.6,29.92,29.84,28.73,114.73,"Thu Nov 18, 2021 - 15:26:00",User,2,ppm,,,,SDAR_L2_1,Mining,,,4.726,1.4813,68519.4531,511.2489,9.6374,3.3323,0,5.423,798.0557,32.1987,514930.2812,1680.3937,0,2.145,5403.6772,96.0366,0,3.2326,0,23.6486,0,56.318,73.807,5.5996,44.7356,4.792,20012.4746,120.1625,0,0,0,2.838,35049.4258,214.5649,3200.5352,692.4925,541.1136,33.1215,0,1.9348,56.0347,1.2385,8.5461,6.034,597.4296,62.9482,167.2599,3.5313,0,1.8625,130.3779,2.1823,0,0,808.9636,23.1516,12.5482,4.1729,0,1.2776,345568.6562,369.6504,20.1152,3.5549,142.8287,1.1206,0,0,20.4966,1.6261,3001.2827,37.2836,0,2.0454,44.8018,9.5499,0,0,64.5397,1.3702,189.172,6.5466,578.9843,3.1069
18,Mining,210.53,29.86,29.63,29.64,115.46,"Wed Nov 17, 2021 - 16:00:27",User,2,ppm,,,,SDAR_L2_2,Mining,,,3.6856,1.4442,69943.4375,509.1028,5.1539,3.4699,0,5.2996,776.7515,31.6364,510673,1734.6581,0,2.3256,5511.9209,96.7062,0,3.1944,0,23.8628,0,58.8035,78.3291,5.6406,41.7652,4.938,20020.1777,125.7374,0,0,0,3.1831,35586.4297,216.3384,3393.3076,688.4435,548.3677,34.7787,0,2.0123,53.3494,1.2794,13.1365,6.4152,586.916,61.8765,171.9566,3.7349,0,1.8465,130.5397,2.2836,0,0,806.7023,22.8443,14.2911,4.1236,0,1.3006,347526.8125,370.1715,14.8368,3.4777,147.4833,1.1887,0,0,18.5479,1.7044,3047.0938,37.509,0,2.151,49.5858,9.6561,0,10.8577,65.8884,1.4406,189.9556,6.8715,580.6815,3.2533
48,Mining,210.67,29.96,29.4,28.72,115.78,"Thu Nov 18, 2021 - 15:30:06",User,2,ppm,,,,SDAR_L2_2,Mining,,,3.9599,1.4554,69220.7422,514.9685,6.4374,3.3134,0,5.0994,762.7643,31.7036,512717.8125,1704.2684,0,2.1718,5366.0542,97.2692,0,3.2402,0,23.4654,0,55.9396,77.5054,5.6678,46.8833,4.8439,19794.6328,119.7476,0,0,0,3.1582,34957.4414,217.6584,4551.1426,719.5496,560.7419,33.4166,0,1.9214,53.2912,1.2227,18.6384,6.2582,583.3888,62.2013,169.437,3.5503,0,1.8411,129.6475,2.1779,0,0,783.4504,22.9607,15.4169,4.1501,0,1.2664,346137.9688,370.9865,16.0746,3.4991,142.8158,1.1204,0,0,19.0655,1.6177,3010.9299,37.4633,0,2.0581,42.0199,9.6119,0,10.4435,64.646,1.3697,175.6939,6.403,571.2549,3.0879
19,Mining,211.43,29.49,29.58,28.66,115.86,"Wed Nov 17, 2021 - 16:07:19",User,2,ppm,,,,SDAR_L2_3,Mining,,,2.7361,1.4505,70131.6719,515.2369,5.1162,3.2653,0,5.0102,778.5311,32.0979,508346.0312,1676.9674,0,2.2029,5527.1709,96.5813,0,3.2277,0,23.9686,0,58.121,74.6188,5.6262,46.9272,4.708,20168.9863,117.6107,0,0,0,3.0273,35580.1445,216.5041,4415.2344,713.9155,534.5334,32.1399,0,1.882,55.1832,1.2045,0,14.8371,675.142,63.2256,175.6041,3.5152,0,1.871,126.5422,2.109,0,0,808.2332,23.0435,11.0383,4.1647,0,1.213,348419.9375,369.0588,12.9303,3.518,145.5979,1.1023,0,0,18.1254,1.5953,3052.4146,37.479,0,2.95,44.6247,9.6162,0,10.0945,66.2999,1.3423,195.7354,6.4797,580.9188,3.0356
49,Mining,210.71,29.04,29.12,29.55,116.51,"Thu Nov 18, 2021 - 15:36:34",User,2,ppm,,,,SDAR_L2_3,Mining,,,4.1256,1.4368,69464.4375,513.9139,3.8892,3.3689,0,5.0577,776.5691,31.3156,511202.9375,1711.3533,0,2.1948,5332.3926,98.84,0,3.151,0,23.5943,0,56.7144,70.7862,5.753,48.4475,4.9491,19947.3438,121.6338,0,0,0,3.182,34904.4961,220.7001,3536.9456,698.1819,579.0571,34.2985,0,1.9435,53.762,1.2451,19.4815,6.3334,644.3378,63.1442,174.3365,3.642,0,1.8477,128.88,2.2101,0,0,784.1144,23.0805,14.054,4.0804,0,1.2462,348301.75,372.4562,19.0007,3.4629,143.8442,1.1393,0,0,18.7966,1.6386,2943.9832,38.46,0,3.2422,56.8734,9.94,0,10.7136,65.9867,1.3963,182.5356,6.5788,577.0958,3.1439
20,Mining,210.63,29.05,29.02,29.29,116.41,"Wed Nov 17, 2021 - 16:13:15",User,2,ppm,,,,SDAR_L2_4,Mining,,,3.52,1.4391,69973.8438,508.6634,4.8217,3.3588,0,5.1927,774.7217,31.5609,508444.375,1698.8236,0,2.2374,5597.6201,99.4429,0,3.2016,0,23.766,0,57.4548,76.439,5.7431,45.8644,4.8675,20194.6445,121.9106,0,0,0,3.0828,35845.0547,221.542,3541.7529,690.1474,568.1003,33.9411,0,1.9469,54.7394,1.2457,19.4459,6.464,626.9819,62.1682,173.129,3.6191,0,1.8492,129.954,2.206,0,0,798.3325,22.8141,13.2553,4.1111,0,1.2823,349019.3438,369.5219,15.7158,3.4752,145.6955,1.1426,0,0,16.5905,1.619,3025.332,38.3731,0,2.1529,47.8692,9.8456,0,10.0709,67.3183,1.3991,192.1073,6.6648,583.4561,3.1503
50,Mining,211.32,29.46,29.32,29.91,117.09,"Thu Nov 18, 2021 - 15:40:20",User,2,ppm,,,,SDAR_L2_4,Mining,,,4.7644,1.4637,69290.7578,510.9493,6.4738,3.275,0,4.9621,786.4336,31.7441,510765.75,1667.9219,0,2.1181,5236.4473,98.3564,0,3.1583,0,23.4588,0,55.243,71.0193,5.729,47.0561,4.7577,19923.8262,117.8209,0,0,0,2.9442,34973.5312,220.2419,3209.8879,688.6781,550.3901,32.6315,0,1.8827,55.963,1.2147,12.454,6.0467,594.7418,62.1446,171.9618,3.5103,0,1.8385,126.4723,2.1159,0,0,779.9803,22.9241,13.4666,4.127,0,1.2179,349359.3125,370.0896,19.6792,3.5104,145.6707,1.1103,0,0,20.9911,1.6091,2966.2551,38.3287,0,2.0181,42.621,9.7742,0,10.2049,62.4197,1.3323,180.1046,6.3429,581.5317,3.0585
21,Mining,210.93,28.94,28.69,29.33,116.3,"Wed Nov 17, 2021 - 16:20:19",User,2,ppm,,,,SDAR_L2_5,Mining,,,4.1252,1.4676,70210.2891,510.6276,8.2759,3.3203,0,5.1474,781.3542,32.0115,507448.1875,1675.7808,0,2.2434,5592.2041,99.9763,0,3.2259,0,23.86,0,56.074,74.8441,5.8094,45.0374,4.7346,20254.9551,119.2603,0,0,0,2.71,35729.3477,223.2357,3425.8223,689.3459,559.0862,33.0689,0,1.8987,54.9679,1.2193,10.3209,6.0505,584.6912,61.6559,172.8998,3.5355,0,1.8647,130.6705,2.1667,0,0,813.4891,22.8742,13.4542,4.1676,0,1.2386,349984.6562,369.3055,12.9208,3.5101,146.1083,1.1181,0,0,17.0594,1.6054,3036.9902,38.947,0,3.1104,49.0721,9.9906,0,0,66.4003,1.364,189.5101,6.4623,583.1763,3.0791
51,Mining,210.4,28.81,29.55,28.89,114.62,"Thu Nov 18, 2021 - 15:49:42",User,2,ppm,,,,SDAR_L2_5,Mining,,,2.4772,1.4493,69393.4688,519.8138,6.6355,3.2903,0,5.0681,781.8073,32.1406,509696.4375,1680.8605,0,2.149,5387.8867,97.3792,0,3.2722,0,23.9464,0,55.6188,80.3154,5.7244,46.1993,4.7643,20014.3125,118.499,0,0,0,3.1082,35172.3633,216.867,2794.7488,691.7635,538.3469,32.6926,0,1.8886,54.9762,1.2176,12.3646,6.0839,612.4771,63.3791,171.7281,3.5247,0,1.8648,129.9578,2.1521,0,0,810.9662,23.4663,11.6797,4.1781,0,1.2446,350234.3438,373.8058,16.9044,3.543,146.2144,1.1175,0,0,20.2412,1.6148,2976.2971,37.6277,0,2.0425,51.7074,9.6969,0,10.3024,65.7406,1.3588,186.7615,6.4563,582.793,3.0752
34,Mining,210.69,29.38,28.82,29.51,115.86,"Thu Nov 18, 2021 - 13:28:24",User,2,ppm,,,,SDARL2_1,Mining,,,2.1172,1.4156,70001.3984,503.0125,8.2092,3.3735,0,5.3304,792.3662,31.6187,510945.5,1662.72,0,2.1936,5879.1606,97.4542,0,3.165,0,23.7109,0,57.2559,72.1566,5.5848,42.3802,4.7581,20137.5156,121.4464,0,0,0,2.7838,36212.9258,218.4173,2168.3269,660.4965,547.4891,33.4427,0,1.9325,57.1561,1.25,0,12.6912,557.3952,62.2446,171.251,3.5979,0,1.8294,130.9662,2.2038,0,0,856.6147,22.8657,13.4277,4.1064,0,1.3302,347398.125,366.6558,15.799,3.4713,146.7191,1.1423,0,0,21.4852,1.6637,2918.8562,36.5208,0,2.0772,58.9532,9.5746,0,0,60.0655,1.3596,187.5092,6.5619,596.0862,3.1723
35,Mining,210.51,29.65,29.61,29.81,116.6,"Thu Nov 18, 2021 - 13:34:27",User,2,ppm,,,,SDARL2_2,Mining,,,1.8123,1.4123,71169.3359,507.9622,5.4083,3.3548,0,5.2419,792.7421,31.6588,507281.6562,1683.3514,0,2.2098,5801.5669,98.7077,0,3.1662,0,23.7823,0,57.313,79.0731,5.7469,51.4671,4.9715,20148.4844,121.593,0,0,0,2.6593,36405.7812,221.8653,2764.1719,673.1808,528.0356,33.1161,0,1.935,57.9875,1.2548,14.3159,6.3168,588.1944,62.1688,172.7044,3.6098,0,1.8292,130.9389,2.2032,0,0,884.4636,23.0048,10.8227,4.0949,0,1.2932,349128.5625,367.9483,17.5175,3.482,148.3417,1.1492,0,0,18.7107,1.636,2903.3394,37.7441,0,2.0579,51.9371,9.7298,0,0,59.8375,1.3598,189.2453,6.5902,593.4144,3.1692
36,Mining,209.89,29.11,28.5,28.86,116.26,"Thu Nov 18, 2021 - 13:39:18",User,2,ppm,,,,SDARL2_3,Mining,,,3.1708,1.4443,71412.2031,509.9254,7.1356,3.2899,0,5.0652,797.0466,31.9287,505802.2188,1671.0935,0,2.212,5907.002,99.9617,0,3.2041,0,23.7659,0,56.2674,84.6115,5.8107,43.9239,4.6994,20140.416,119.2369,0,0,0,3.091,36468.7148,223.5424,3321.583,685.1127,554.7638,32.9638,0,1.899,59.0169,1.2366,0,14.6697,613.5251,62.4069,170.2167,3.5194,0,1.8539,131.4839,2.1669,0,0,864.4807,22.9109,16.3856,4.1585,0,1.2425,349576,368.1973,17.8557,3.5123,145.1428,1.1157,0,0,21.5321,1.6513,2946.4731,37.7628,0,2.0457,53.2207,9.7952,0,9.7895,60.0416,1.3343,189,6.479,592.8117,3.1064
37,Mining,211.29,29.69,29.6,29.74,116.86,"Thu Nov 18, 2021 - 13:44:17",User,2,ppm,,,,SDARL2_4,Mining,,,0,2.3867,71727.25,510.5417,5.2883,3.3225,0,5.2539,788.7696,31.6917,504261.5625,1687.8931,0,2.2324,5733.8564,98.5696,0,3.1912,0,23.8131,0,56.8913,75.3761,5.6755,47.6679,4.845,20154.752,120.5536,0,0,0,3.0477,36063.7539,220.2234,3026.0486,678.3248,550.4788,33.2213,0,1.9409,57.3583,1.2408,12.0159,6.2412,582.2688,62.0817,172.3388,3.5759,0,1.8352,131.4264,2.1904,0,0,821.9656,22.7391,13.5614,4.1198,0,1.2744,351789.3125,368.0923,14.515,3.4765,146.88,1.1343,0,0,19.3599,1.6433,2910.3286,37.2109,0,2.0597,53.4857,9.6521,0,10.2968,59.8349,1.3489,184.6788,6.505,595.8101,3.1481
38,Mining,211.25,29.13,29.56,29.5,117.7,"Thu Nov 18, 2021 - 13:52:18",User,2,ppm,,,,SDARL2_5,Mining,,,0,3.5403,71503.0547,509.597,7.2707,3.2789,0,5.2196,794.6576,31.7403,504415.5,1676.9716,0,2.1382,5621.4385,97.5819,0,3.2031,0,23.7079,0,63.5174,80.3102,5.696,47.088,4.7467,20168.7617,118.8117,0,0,0,3.0837,36176.4375,219.2192,3828.0884,692.4173,532.897,32.4292,0,1.9032,58.6333,1.228,0,11.8548,588.5522,61.9832,170.491,3.505,0,1.8664,131.2927,2.1556,0,0,849.0286,22.8518,14.23,4.1241,0,1.254,351039.2812,366.9634,15.518,3.4828,147.2517,1.1186,0,0,20.3576,1.6105,2903.1489,37.189,0,2.0273,47.0721,9.5558,0,10.0241,58.8211,1.3225,186.8958,6.4324,593.9247,3.0967
613,ucsb mining,210.2,0,0,0,0,"Sun Mar 6, 2022 - 11:50:38",User,2,ppm,Mining,,,SdAR_L2,,,,3.3916,1.4523,67574.7812,505.2373,9.5884,3.3562,0,5.2086,801.3055,32.0285,518386.2188,1656.1775,0,2.2869,6069.3188,101.9932,0,3.238,443.5862,20.3581,0,58.1801,76.2753,5.7575,45.1243,4.8149,21070.293,123.2126,0,0,0,2.729,35701.1406,221.3519,2946.3772,687.5482,550.9136,33.384,0,1.958,54.7355,1.235,0,13.7373,555.2979,61.1754,168.2871,3.5578,0,1.8756,132.0645,2.2102,0,0,1235.6747,25.1202,12.8843,4.1551,0,1.2559,340104.5312,369.784,18.6359,3.528,149.0649,1.1486,0,0,18.5515,1.6518,2974.1436,38.1084,0,2.0904,45.9093,9.7722,0,0,59.644,1.3561,189.1907,6.573,603.1346,3.1844
